Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Team
Gumayusi,Kai'Sa,ADC,17,6,1,6,12,367,8.0,,11.6,15896,503,25.1%,72.0,28.0,17.0,5.0,5,2.28,0.89,0.16,0.54,22.8%,19975,5260,14577,138,632,25.8%,0.38,80%,,0.0,1.0,0.0,0.0,62.0,27.0,463.0,1.0,0,5301.0,5301,1501.0,0,6706.0,0,0.0,19,7312.0,32,6,24,100,50,T1
Keria,Rell,SUPPORT,13,0,1,15,15,36,0.0,,1.1,7892,250,12.4%,111.0,55.0,12.0,17.0,17,3.51,1.74,0.54,0.38,35.1%,6085,563,4719,803,192,7.9%,0.47,100%,,0.0,0.0,0.0,0.0,-112.0,8.0,850.0,1.0,0,545.0,545,614.0,0,16989.0,0,38.0,147,9769.0,27,19,31,0,0,T1
Morgan,Renekton,TOP,16,4,3,0,1.3,291,12.0,,9.2,12763,404,24.1%,36.0,9.0,10.0,6.0,4,1.14,0.28,0.19,0.32,14.8%,14782,11347,3435,0,468,29.4%,0.13,80%,,1.0,0.0,0.0,0.0,417.0,-5.0,-161.0,0.0,0,2618.0,2618,11490.0,0,26455.0,0,18.0,52,31525.0,84,7,25,750,150,BRION
UmTi,Maokai,JUNGLE,14,0,3,3,1,147,126.0,,4.6,8484,268,16%,37.0,10.0,12.0,8.0,8,1.17,0.32,0.25,0.38,15.2%,9771,338,8984,449,309,19.4%,0.09,60%,,0.0,0.0,0.0,0.0,-206.0,-11.0,-480.0,0.0,0,0.0,0,17199.0,1651,36630.0,0,49.0,597,29821.0,70,9,30,0,0,BRION
Karis,Jayce,MID,17,0,3,4,1.3,322,11.0,,10.2,12501,395,23.6%,36.0,5.0,9.0,3.0,3,1.14,0.16,0.09,0.28,14.8%,16542,14521,2021,0,523,32.8%,0.13,80%,,0.0,0.0,0.0,0.0,-1057.0,-10.0,-708.0,0.0,0,456.0,456,1197.0,0,17404.0,0,3.0,121,19188.0,78,5,24,0,50,BRION
Hena,Aphelios,ADC,15,0,3,3,1,332,17.0,,10.5,12567,397,23.7%,54.0,15.0,22.0,4.0,4,1.71,0.47,0.13,0.7,22.1%,7292,6867,260,165,231,14.5%,0.09,60%,,0.0,0.0,0.0,0.0,-62.0,-27.0,-463.0,-1.0,0,562.0,562,2834.0,0,12781.0,0,4.0,218,10737.0,73,6,22,0,100,BRION
Effort,Alistar,SUPPORT,12,1,3,3,1.3,26,0.0,,0.8,6606,209,12.5%,81.0,53.0,6.0,17.0,15,2.56,1.68,0.54,0.19,33.2%,1971,81,1422,468,62,3.9%,0.13,80%,,0.0,0.0,0.0,0.0,112.0,-8.0,-850.0,-1.0,0,0.0,0,3746.0,1763,25175.0,0,13.0,52,13915.0,76,19,30,0,0,BRION
Morgan,K'Sante,TOP,17,4,1,5,9,287,12.0,,9.3,14209,462,22.8%,37.0,10.0,8.0,5.0,5,1.2,0.33,0.16,0.26,11.8%,11785,9353,1791,641,383,27.3%,0.29,81.8%,,1.0,0.0,0.0,0.0,1159.0,-1.0,341.0,0.0,0,4627.0,4627,4124.0,0,31506.0,441,30.0,3457,18502.0,45,7,24,0,150,BRION
UmTi,Poppy,JUNGLE,15,1,0,8,Perfect KDA,187,162.0,,6.1,11009,358,17.7%,62.0,14.0,14.0,12.0,12,2.02,0.46,0.39,0.46,19.8%,5351,4153,869,329,174,12.4%,0.29,81.8%,,0.0,0.0,0.0,0.0,639.0,4.0,335.0,0.0,0,996.0,996,10054.0,0,38136.0,475,17.0,742,16962.0,0,13,29,0,0,BRION
Karis,Azir,MID,18,5,0,3,Perfect KDA,335,4.0,,10.9,15322,499,24.6%,48.0,11.0,15.0,8.0,8,1.56,0.36,0.26,0.49,15.3%,16845,485,16185,175,548,39%,0.26,72.7%,,1.0,0.0,0.0,0.0,874.0,20.0,301.0,0.0,0,8879.0,8879,897.0,0,6442.0,0,5.0,157,7086.0,0,12,28,100,0,BRION
Hena,Xayah,ADC,16,1,1,4,5,333,27.0,,10.8,13508,440,21.7%,45.0,21.0,11.0,9.0,9,1.46,0.68,0.29,0.36,14.4%,6582,6511,52,19,214,15.2%,0.16,45.5%,,0.0,0.0,0.0,0.0,659.0,4.0,422.0,1.0,0,6663.0,6663,5609.0,0,6092.0,0,4.0,77,12296.0,50,10,26,0,350,BRION
Effort,Rakan,SUPPORT,13,0,0,9,Perfect KDA,44,0.0,,1.4,8296,270,13.3%,121.0,54.0,20.0,19.0,17,3.94,1.76,0.62,0.65,38.7%,2638,541,1831,266,86,6.1%,0.29,81.8%,,0.0,0.0,0.0,0.0,412.0,4.0,319.0,0.0,0,2944.0,2944,4789.0,1138,17146.0,1327,10.0,22,11263.0,0,22,32,0,0,BRION
Zeus,Gangplank,TOP,17,0,3,1,0.3,302,28.0,,9.8,12999,423,25.7%,28.0,11.0,4.0,7.0,4,0.91,0.36,0.23,0.13,11.4%,14643,10197,2036,2410,476,35.9%,0.03,50%,,0.0,0.0,0.0,0.0,-1159.0,1.0,-341.0,0.0,0,2923.0,2923,3521.0,0,11556.0,0,7.0,246,19228.0,38,8,29,0,0,T1
Oner,Maokai,JUNGLE,12,0,3,2,0.7,132,120.0,,4.3,7961,259,15.7%,46.0,11.0,11.0,11.0,9,1.5,0.36,0.36,0.36,18.8%,4127,257,3649,221,134,10.1%,0.07,100%,,0.0,0.0,0.0,0.0,-639.0,-4.0,-335.0,0.0,0,0.0,0,13137.0,1000,24321.0,0,32.0,490,22611.0,62,12,28,0,0,T1
Poby,Jayce,MID,16,1,1,1,2,287,24.0,,9.3,10989,358,21.7%,31.0,14.0,8.0,11.0,7,1.01,0.46,0.36,0.26,12.7%,8841,7898,943,0,288,21.7%,0.07,100%,,0.0,0.0,0.0,0.0,-874.0,-20.0,-301.0,0.0,0,0.0,0,830.0,0,8178.0,0,2.0,102,10796.0,0,11,29,150,0,T1
Gumayusi,Kai'Sa,ADC,15,1,2,1,1,321,4.0,,10.4,12371,403,24.4%,28.0,19.0,5.0,3.0,3,0.91,0.62,0.1,0.16,11.4%,10718,1912,8698,108,349,26.3%,0.07,100%,,0.0,0.0,0.0,0.0,-659.0,-4.0,-422.0,-1.0,0,1016.0,1016,1199.0,0,3361.0,0,1.0,17,7788.0,100,4,21,350,100,T1
Keria,Blitzcrank,SUPPORT,10,0,2,1,0.5,41,0.0,,1.3,6292,205,12.4%,112.0,59.0,18.0,21.0,17,3.64,1.92,0.68,0.59,45.7%,2406,264,1762,380,78,5.9%,0.03,50%,,0.0,0.0,0.0,0.0,-412.0,-4.0,-319.0,0.0,0,0.0,0,536.0,0,6142.0,0,13.0,137,8344.0,31,24,37,0,0,T1
DnDn,Poppy,TOP,18,2,0,11,Perfect KDA,249,3.0,,7.2,12244,352,18.6%,46.0,24.0,4.0,13.0,13,1.32,0.69,0.37,0.11,14.2%,22646,13333,9313,0,651,24.5%,0.37,76.5%,1.0,0.0,0.0,0.0,0.0,585.0,13.0,960.0,0.0,0,489.0,489,6372.0,0,58984.0,0,34.0,723,23997.0,0,14,39,50,0,NS
Sylvie,Viego,JUNGLE,16,5,0,4,Perfect KDA,197,162.0,,5.7,12416,357,18.9%,66.0,15.0,20.0,16.0,13,1.9,0.43,0.46,0.57,20.4%,9533,7347,1386,800,274,10.3%,0.26,52.9%,,1.0,0.0,0.0,0.0,-284.0,-7.0,-67.0,-1.0,0,2844.0,2844,20120.0,0,22893.0,0,16.0,210,30555.0,0,14,29,100,0,NS
FIESTA,Azir,MID,18,4,1,7,11,306,13.0,,8.8,14793,425,22.5%,50.0,19.0,8.0,6.0,6,1.44,0.55,0.17,0.23,15.4%,34883,696,34030,157,1003,37.7%,0.32,64.7%,,1.0,0.0,0.0,0.0,142.0,-5.0,195.0,0.0,0,6223.0,6223,2840.0,0,11029.0,0,17.0,208,14035.0,53,8,27,50,450,NS
Jiwoo,Xayah,ADC,16,6,2,9,7.5,361,30.0,,10.4,17660,508,26.9%,50.0,12.0,17.0,3.0,3,1.44,0.34,0.09,0.49,15.4%,20161,19644,0,517,580,21.8%,0.43,88.2%,,1.0,0.0,0.0,0.0,-194.0,-11.0,98.0,0.0,0,10887.0,10887,5938.0,1248,8296.0,0,23.0,107,13166.0,76,5,22,400,50,NS
Peter,Rell,SUPPORT,14,0,2,15,7.5,30,0.0,,0.9,8638,248,13.1%,112.0,58.0,9.0,16.0,15,3.22,1.67,0.46,0.26,34.6%,5187,938,3347,902,149,5.6%,0.43,88.2%,,0.0,0.0,0.0,0.0,-488.0,-5.0,-815.0,-1.0,0,682.0,682,1998.0,0,20798.0,0,37.0,111,10075.0,20,18,32,0,0,NS
DuDu,K'Sante,TOP,15,0,2,2,1,221,8.0,,6.4,9886,284,17.5%,30.0,10.0,7.0,4.0,4,0.86,0.29,0.11,0.2,10.2%,9681,8348,1079,254,278,17.5%,0.06,40%,,0.0,0.0,0.0,0.0,-585.0,-13.0,-960.0,0.0,0,0.0,0,5798.0,0,37484.0,0,37.0,3430,27451.0,30,5,26,0,0,KDF
YoungJae,Sejuani,JUNGLE,15,1,1,3,4,209,178.0,,6.0,11130,320,19.7%,67.0,18.0,15.0,17.0,16,1.93,0.52,0.49,0.43,22.8%,8708,4599,3584,525,250,15.7%,0.11,80%,,0.0,0.0,0.0,0.0,284.0,7.0,67.0,1.0,0,0.0,0,15618.0,428,36747.0,0,18.0,355,28726.0,32,18,35,0,0,KDF
Bulldog,Akali,MID,17,1,5,1,0.4,313,0.0,,9.0,12812,368,22.7%,44.0,11.0,9.0,11.0,8,1.26,0.32,0.32,0.26,15%,17848,1065,16767,16,513,32.2%,0.06,40%,,0.0,0.0,0.0,0.0,-142.0,5.0,-195.0,0.0,0,3564.0,3564,3470.0,0,17297.0,0,2.0,78,27604.0,191,12,37,50,150,KDF
Taeyoon,Kai'Sa,ADC,16,2,4,1,0.8,379,8.0,,10.9,15449,444,27.3%,51.0,12.0,17.0,3.0,3,1.47,0.34,0.09,0.49,17.3%,14984,9629,5355,0,431,27%,0.09,60%,,0.0,0.0,0.0,0.0,194.0,11.0,-98.0,0.0,0,783.0,783,3295.0,0,9826.0,0,0.0,0,15395.0,103,7,30,450,450,KDF
Andil,Alistar,SUPPORT,12,1,5,3,0.8,28,0.0,,0.8,7223,208,12.8%,102.0,65.0,2.0,20.0,18,2.93,1.87,0.57,0.06,34.7%,4216,573,2889,754,121,7.6%,0.11,80%,,0.0,0.0,0.0,0.0,488.0,5.0,815.0,1.0,0,0.0,0,5304.0,3108,30684.0,0,36.0,122,18173.0,117,22,35,0,0,KDF
DuDu,K'Sante,TOP,18,2,0,9,Perfect KDA,300,4.0,,9.7,13225,429,20.8%,39.0,9.0,8.0,3.0,3,1.27,0.29,0.1,0.26,13.1%,15669,11917,2690,1062,509,23.7%,0.36,64.7%,,0.0,0.0,0.0,0.0,263.0,12.0,91.0,0.0,0,3133.0,3133,6669.0,0,30815.0,12,54.0,4156,21307.0,0,4,20,0,0,KDF
YoungJae,Sejuani,JUNGLE,16,3,1,9,12,213,184.0,,6.9,11999,390,18.9%,62.0,14.0,14.0,14.0,12,2.01,0.45,0.45,0.45,20.8%,11379,4917,5994,468,369,17.2%,0.39,70.6%,,0.0,0.0,0.0,0.0,-692.0,9.0,-766.0,-1.0,0,575.0,575,17335.0,2200,42868.0,0,21.0,423,24707.0,30,16,33,0,0,KDF
Bulldog,Tristana,MID,17,4,2,8,6,269,13.0,,8.7,13943,453,21.9%,51.0,15.0,6.0,6.0,6,1.66,0.49,0.19,0.19,17.1%,16790,13151,3421,218,545,25.4%,0.39,70.6%,,0.0,0.0,0.0,0.0,-730.0,-7.0,-845.0,-1.0,0,13043.0,13043,4717.0,0,16699.0,0,5.0,53,16532.0,82,7,31,50,300,KDF
Taeyoon,Aphelios,ADC,16,6,2,4,5,316,24.0,,10.3,15490,503,24.4%,45.0,14.0,14.0,6.0,6,1.46,0.45,0.19,0.45,15.1%,15924,15654,270,0,517,24.1%,0.32,58.8%,1.0,0.0,1.0,0.0,0.0,1027.0,12.0,945.0,1.0,0,4030.0,4030,1671.0,0,11217.0,0,4.0,90,6349.0,78,7,23,50,100,KDF
Andil,Rell,SUPPORT,14,2,0,12,Perfect KDA,49,0.0,,1.6,8957,291,14.1%,101.0,49.0,19.0,13.0,13,3.28,1.59,0.42,0.62,33.9%,6420,316,5372,732,208,9.7%,0.45,82.4%,,0.0,0.0,0.0,0.0,903.0,8.0,810.0,1.0,0,972.0,972,1838.0,0,16934.0,0,41.0,164,9322.0,0,15,26,0,0,KDF
DnDn,Malphite,TOP,16,0,3,2,0.7,266,0.0,,8.6,9961,323,20.1%,26.0,17.0,3.0,9.0,7,0.84,0.55,0.29,0.1,10.1%,14664,5116,9548,0,476,28.8%,0.06,40%,,0.0,0.0,0.0,0.0,-263.0,-12.0,-91.0,0.0,0,0.0,0,3847.0,0,67028.0,0,19.0,811,23748.0,91,10,31,0,0,NS
Sylvie,Wukong,JUNGLE,14,3,4,1,1,174,148.0,,5.6,10277,334,20.8%,50.0,11.0,11.0,11.0,9,1.62,0.36,0.36,0.36,19.4%,8533,7234,680,619,277,16.8%,0.13,80%,,1.0,0.0,0.0,0.0,692.0,-9.0,766.0,1.0,0,789.0,789,9847.0,0,28186.0,0,13.0,117,23842.0,107,12,29,300,50,NS
FIESTA,Annie,MID,15,1,3,3,1.3,232,0.0,,7.5,10296,334,20.8%,34.0,10.0,5.0,8.0,7,1.1,0.32,0.26,0.16,13.2%,15591,851,14587,153,506,30.6%,0.13,80%,,0.0,0.0,0.0,0.0,730.0,7.0,845.0,1.0,0,769.0,769,917.0,0,11067.0,2420,39.0,302,14299.0,85,10,27,100,0,NS
Jiwoo,Kai'Sa,ADC,15,1,3,2,1,323,9.0,,10.5,12735,413,25.7%,24.0,7.0,9.0,1.0,1,0.78,0.23,0.03,0.29,9.3%,9935,6958,2977,0,323,19.5%,0.1,60%,,0.0,0.0,0.0,0.0,-1027.0,-12.0,-945.0,-1.0,0,444.0,444,2660.0,0,8713.0,0,0.0,30,13554.0,69,2,21,0,50,NS
Peter,Rakan,SUPPORT,11,0,4,3,0.8,36,0.0,,1.2,6232,202,12.6%,124.0,73.0,14.0,14.0,12,4.03,2.37,0.45,0.45,48.1%,2204,389,1561,254,72,4.3%,0.1,60%,,0.0,0.0,0.0,0.0,-903.0,-8.0,-810.0,-1.0,0,0.0,0,4280.0,2225,13236.0,1329,11.0,29,11669.0,58,17,28,0,0,NS
DnDn,Renekton,TOP,18,4,3,5,3,285,4.0,,8.8,14024,433,20.9%,43.0,17.0,5.0,7.0,7,1.33,0.53,0.22,0.15,10.6%,13756,11057,2329,370,425,23.6%,0.28,50%,1.0,0.0,0.0,0.0,0.0,565.0,11.0,443.0,1.0,0,775.0,775,13135.0,0,39662.0,0,16.0,255,39543.0,129,8,39,250,300,NS
Sylvie,Viego,JUNGLE,16,3,0,7,Perfect KDA,212,165.0,,6.5,13368,413,20%,82.0,18.0,27.0,19.0,16,2.53,0.56,0.59,0.83,20.2%,7730,6589,649,492,239,13.2%,0.31,55.6%,,0.0,0.0,0.0,0.0,1601.0,18.0,1190.0,1.0,0,628.0,628,17384.0,0,28683.0,0,7.0,292,25174.0,0,17,32,0,0,NS
FIESTA,Annie,MID,18,5,1,7,12,276,4.0,,8.5,14010,433,20.9%,37.0,11.0,8.0,9.0,8,1.14,0.34,0.28,0.25,9.1%,17921,1131,16371,419,553,30.7%,0.37,66.7%,1.0,0.0,0.0,0.0,0.0,490.0,8.0,-51.0,0.0,0,3643.0,3643,2786.0,0,13703.0,2949,18.0,516,12821.0,30,13,31,150,150,NS
Jiwoo,Xayah,ADC,18,6,0,4,Perfect KDA,371,24.0,,11.5,16906,522,25.2%,59.0,17.0,19.0,8.0,7,1.82,0.53,0.25,0.59,14.6%,16559,15924,33,602,511,28.4%,0.31,55.6%,,2.0,0.0,0.0,0.0,-714.0,-19.0,299.0,0.0,0,9353.0,9353,6191.0,0,6808.0,0,8.0,64,11733.0,0,11,31,50,0,NS
Peter,Rakan,SUPPORT,13,0,0,10,Perfect KDA,44,0.0,,1.4,8680,268,13%,184.0,108.0,25.0,20.0,20,5.68,3.34,0.62,0.77,45.4%,2437,589,1429,419,75,4.2%,0.31,55.6%,,0.0,0.0,0.0,0.0,66.0,-2.0,-827.0,-1.0,0,393.0,393,7430.0,2777,15346.0,1637,10.0,38,11800.0,0,22,37,0,0,NS
DuDu,Quinn,TOP,18,3,4,1,1,344,25.0,,10.6,13944,431,25.3%,37.0,16.0,4.0,5.0,5,1.14,0.49,0.15,0.12,13.2%,29094,23945,5100,49,898,43.4%,0.12,100%,,0.0,0.0,0.0,0.0,-565.0,-11.0,-443.0,-1.0,0,2109.0,2109,5634.0,0,9984.0,0,41.0,158,16116.0,94,6,28,300,250,KDF
YoungJae,Poppy,JUNGLE,14,0,2,2,1,162,143.0,,5.0,8759,270,15.9%,49.0,17.0,15.0,17.0,15,1.51,0.53,0.53,0.46,17.4%,5685,4165,1117,403,176,8.5%,0.06,50%,,0.0,0.0,0.0,0.0,-1601.0,-18.0,-1190.0,-1.0,0,0.0,0,7158.0,0,42233.0,0,22.0,734,18933.0,67,18,34,0,0,KDF
Bulldog,Taliyah,MID,16,1,5,1,0.4,269,5.0,,8.3,12183,376,22.1%,41.0,18.0,7.0,9.0,7,1.27,0.56,0.28,0.22,14.6%,13990,289,13195,506,432,20.9%,0.06,50%,,0.0,0.0,0.0,0.0,-490.0,-8.0,51.0,0.0,0,755.0,755,1706.0,0,11353.0,0,21.0,602,18576.0,134,11,36,150,0,KDF
Taeyoon,Aphelios,ADC,15,0,3,2,0.7,348,19.0,,10.7,13679,422,24.8%,51.0,15.0,22.0,6.0,5,1.57,0.46,0.19,0.68,18.1%,14632,14106,318,208,452,21.8%,0.06,50%,,0.0,0.0,0.0,0.0,714.0,19.0,-299.0,0.0,0,2553.0,2553,2151.0,0,9782.0,0,6.0,204,10435.0,93,8,26,0,200,KDF
Andil,Rell,SUPPORT,12,0,4,2,0.5,40,0.0,,1.2,6628,205,12%,103.0,68.0,18.0,21.0,19,3.18,2.1,0.65,0.56,36.7%,3652,155,2547,950,113,5.4%,0.06,50%,,0.0,0.0,0.0,0.0,-66.0,2.0,827.0,1.0,0,0.0,0,12.0,0,11582.0,0,25.0,94,8969.0,73,23,32,0,0,KDF
Doran,Renekton,TOP,14,0,3,3,1,211,12.0,,7.7,8576,313,19.3%,23.0,10.0,2.0,5.0,5,0.84,0.36,0.18,0.07,10.7%,10664,8362,2302,0,389,25.1%,0.11,75%,,0.0,0.0,0.0,0.0,226.0,-8.0,-533.0,0.0,0,560.0,560,9441.0,0,20811.0,0,14.0,53,27259.0,124,6,22,0,0,GEN
Peanut,Ivern,JUNGLE,13,0,2,3,1.5,144,135.0,,5.3,7907,289,17.8%,36.0,8.0,6.0,6.0,6,1.31,0.29,0.22,0.22,16.7%,3300,686,1980,634,120,7.8%,0.11,75%,,0.0,0.0,0.0,0.0,341.0,6.0,-274.0,0.0,0,0.0,0,2473.0,0,7161.0,5178,29.0,123,6088.0,67,7,20,0,0,GEN
Chovy,Tristana,MID,15,4,3,0,1.3,281,8.0,,10.3,12234,446,27.6%,36.0,8.0,11.0,2.0,2,1.31,0.29,0.07,0.4,16.7%,18429,13913,4475,41,673,43.3%,0.15,100%,,0.0,0.0,0.0,0.0,671.0,10.0,-516.0,0.0,0,3791.0,3791,5316.0,0,12465.0,0,3.0,36,15661.0,77,3,33,150,350,GEN
Peyz,Xayah,ADC,14,0,2,4,2,250,19.0,,9.1,9948,363,22.4%,41.0,11.0,11.0,6.0,5,1.5,0.4,0.22,0.4,19.1%,8588,8347,75,166,313,20.2%,0.15,100%,,0.0,0.0,0.0,0.0,-335.0,-4.0,-28.0,0.0,0,1129.0,1129,1776.0,0,6751.0,0,9.0,52,11448.0,39,9,25,0,50,GEN
Delight,Alistar,SUPPORT,11,0,4,4,1,32,0.0,,1.2,5700,208,12.8%,79.0,40.0,7.0,12.0,11,2.88,1.46,0.44,0.26,36.7%,1585,74,1179,332,58,3.7%,0.15,100%,,0.0,0.0,0.0,0.0,-223.0,15.0,-241.0,0.0,0,33.0,33,2677.0,1643,20173.0,0,13.0,84,12075.0,82,14,27,0,0,GEN
Kiin,Jax,TOP,16,2,2,5,3.5,225,8.0,,8.2,10758,393,20%,22.0,11.0,3.0,2.0,1,0.8,0.4,0.07,0.11,10.8%,18416,10681,7735,0,672,27.8%,0.26,50%,,1.0,0.0,0.0,0.0,-226.0,8.0,533.0,0.0,0,7189.0,7189,5135.0,0,21706.0,0,20.0,127,23058.0,90,3,32,0,150,KT
Cuzz,Maokai,JUNGLE,13,0,2,11,5.5,131,115.0,,4.8,8925,326,16.6%,40.0,8.0,8.0,8.0,6,1.46,0.29,0.29,0.29,19.6%,7178,665,6148,365,262,10.9%,0.4,78.6%,,0.0,0.0,0.0,0.0,-341.0,-6.0,274.0,0.0,0,484.0,484,18380.0,1509,43190.0,0,43.0,490,28367.0,48,9,22,0,0,KT
Bdd,Jayce,MID,16,7,1,4,11,243,8.0,,8.9,12704,464,23.7%,24.0,15.0,2.0,6.0,6,0.88,0.55,0.22,0.07,11.8%,19492,16969,2504,19,711,29.5%,0.4,78.6%,1.0,0.0,0.0,1.0,0.0,-671.0,-10.0,516.0,0.0,0,4892.0,4892,1580.0,0,12457.0,0,8.0,131,12108.0,38,7,30,350,0,KT
Aiming,Aphelios,ADC,15,2,0,10,Perfect KDA,282,24.0,,10.3,13025,475,24.3%,37.0,13.0,12.0,4.0,4,1.35,0.47,0.15,0.44,18.1%,16941,15948,541,452,618,25.6%,0.44,85.7%,,0.0,0.0,0.0,0.0,335.0,4.0,28.0,0.0,0,7466.0,7466,2348.0,0,9278.0,0,11.0,172,4450.0,0,5,21,0,0,KT
Lehends,Lulu,SUPPORT,12,3,0,9,Perfect KDA,15,0.0,,0.5,8281,302,15.4%,81.0,41.0,8.0,16.0,14,2.96,1.5,0.58,0.29,39.7%,4100,597,3503,0,150,6.2%,0.44,85.7%,,0.0,0.0,0.0,0.0,223.0,-15.0,241.0,0.0,0,1768.0,1768,2279.0,435,3650.0,4749,30.0,271,5202.0,0,18,33,50,0,KT
Doran,K'Sante,TOP,13,0,5,3,0.6,185,0.0,,7.1,8191,313,18.9%,15.0,7.0,3.0,4.0,3,0.57,0.27,0.15,0.11,8.7%,6976,6364,380,232,267,14.5%,0.11,50%,,0.0,0.0,0.0,0.0,-835.0,-12.0,-1142.0,-1.0,0,2162.0,2162,1132.0,0,19589.0,352,23.0,1347,17850.0,144,6,23,0,0,GEN
Peanut,Sejuani,JUNGLE,12,1,3,4,1.7,146,140.0,,5.6,7748,296,17.9%,23.0,4.0,3.0,2.0,2,0.88,0.15,0.08,0.11,13.3%,9956,5684,3933,339,381,20.7%,0.19,83.3%,,0.0,0.0,0.0,0.0,-793.0,5.0,330.0,0.0,0,0.0,0,10770.0,485,37934.0,0,20.0,277,25353.0,73,3,16,0,0,GEN
Chovy,LeBlanc,MID,14,0,2,5,2.5,242,0.0,,9.3,10080,386,23.2%,36.0,7.0,13.0,4.0,2,1.38,0.27,0.15,0.5,20.8%,14407,4744,9663,0,551,29.9%,0.19,83.3%,,0.0,0.0,0.0,0.0,26.0,1.0,-333.0,-1.0,0,1597.0,1597,4664.0,0,8138.0,0,5.0,20,14252.0,46,4,32,0,0,GEN
Peyz,Aphelios,ADC,13,4,3,0,1.3,238,4.0,,9.1,11259,431,25.9%,26.0,10.0,6.0,3.0,3,0.99,0.38,0.11,0.23,15%,12652,11943,536,173,484,26.3%,0.15,66.7%,,1.0,0.0,0.0,0.0,-632.0,18.0,176.0,0.0,0,1624.0,1624,2793.0,0,6592.0,0,11.0,96,10386.0,97,4,19,300,100,GEN
Delight,Rakan,SUPPORT,10,1,2,5,3,38,0.0,,1.5,6111,234,14.1%,73.0,42.0,7.0,14.0,12,2.79,1.61,0.54,0.27,42.2%,4175,993,2413,769,160,8.7%,0.23,100%,,0.0,0.0,0.0,0.0,304.0,4.0,-993.0,-2.0,0,220.0,220,5277.0,1823,16539.0,1093,18.0,28,11804.0,16,16,27,0,0,GEN
Kiin,Renekton,TOP,15,0,1,7,7,224,6.0,,8.6,10064,385,19.9%,26.0,7.0,7.0,4.0,3,0.99,0.27,0.15,0.27,12.6%,11145,9922,1223,0,426,17.6%,0.27,46.7%,,0.0,0.0,0.0,0.0,835.0,12.0,1142.0,1.0,0,2837.0,2837,6578.0,0,15445.0,0,15.0,43,16398.0,0,5,28,0,0,KT
Cuzz,Poppy,JUNGLE,13,3,1,9,12,135,106.0,,5.2,9925,380,19.6%,47.0,12.0,12.0,11.0,9,1.8,0.46,0.42,0.46,22.7%,8869,7046,1587,236,339,14%,0.46,80%,,0.0,0.0,0.0,0.0,793.0,-5.0,-330.0,0.0,1,896.0,896,13778.0,1566,36627.0,0,33.0,549,22802.0,0,13,27,0,300,KT
Bdd,Azir,MID,15,4,1,9,13,216,4.0,,8.3,10326,395,20.4%,35.0,11.0,5.0,3.0,3,1.34,0.42,0.11,0.19,16.9%,16234,443,15791,0,621,25.6%,0.5,86.7%,,0.0,0.0,0.0,0.0,-26.0,-1.0,333.0,1.0,0,4282.0,4282,1162.0,0,9899.0,0,11.0,177,10511.0,27,5,21,50,0,KT
Aiming,Kai'Sa,ADC,14,8,0,3,Perfect KDA,252,26.0,,9.6,13723,525,27.1%,37.0,10.0,6.0,1.0,1,1.42,0.38,0.04,0.23,17.9%,22064,7726,13461,877,844,34.8%,0.42,73.3%,,1.0,0.0,0.0,0.0,632.0,-18.0,-176.0,0.0,0,9579.0,9579,2435.0,0,8775.0,0,4.0,71,9752.0,0,2,23,50,0,KT
Lehends,Alistar,SUPPORT,11,0,3,14,4.7,27,0.0,,1.0,6618,253,13.1%,62.0,38.0,2.0,13.0,13,2.37,1.45,0.5,0.08,30%,5018,682,3387,949,192,7.9%,0.54,93.3%,,0.0,0.0,0.0,0.0,-304.0,-4.0,993.0,2.0,0,0.0,0,8801.0,5136,19351.0,0,46.0,171,15443.0,41,16,25,0,0,KT
kingen,Rumble,TOP,14,1,1,13,14,192,16.0,,7.8,9811,398,19.7%,21.0,13.0,1.0,5.0,5,0.85,0.53,0.2,0.04,10.8%,15881,411,15432,38,645,31.7%,0.57,82.4%,,0.0,0.0,0.0,0.0,1657.0,32.0,1256.0,1.0,0,4162.0,4162,483.0,0,9156.0,0,12.0,182,7861.0,38,7,22,0,0,HLE
Grizzly,Viego,JUNGLE,13,8,0,1,Perfect KDA,163,148.0,,6.6,11411,463,23%,37.0,11.0,7.0,14.0,9,1.5,0.45,0.57,0.28,19.1%,5268,4812,226,230,214,10.5%,0.37,52.9%,,2.0,0.0,0.0,0.0,1728.0,-3.0,815.0,0.0,0,2683.0,2683,13576.0,0,20612.0,0,6.0,131,20790.0,0,10,25,0,0,HLE
