Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
Doran,Jax,TOP,17,5,0,4,Perfect KDA,253,0,,8.7,13957,479,24%,29,15,4,6,5,1,0.52,0.21,0.14,8.8%,14961,8215,6746,0,514,29.9%,0.31,75%,1,0,0,0,0,907,14,665,1,0,8947,8947,5868,0,18311,0,14,163,21821,0,8,32,250,0
Peanut,Kha,JUNGLE,16,3,1,5,8,239,190,,8.2,12224,420,21%,130,40,35,3,3,4.46,1.37,0.1,1.2,39.5%,8537,7517,393,627,293,17.1%,0.27,66.7%,,0,0,0,0,-320,12,-68,0,0,2973,2973,12838,0,13860,0,6,345,19424,21,4,20,100,0
Chovy,Annie,MID,15,0,4,8,2,224,4,,7.7,10605,364,18.2%,26,7,8,1,1,0.89,0.24,0.03,0.27,7.9%,14205,1126,13079,0,488,28.4%,0.27,66.7%,,0,0,0,0,-68,-1,-125,0,0,2014,2014,469,0,9321,2375,23,386,12708,109,3,26,0,0
Peyz,Xayah,ADC,16,4,1,4,8,345,14,,11.8,14210,488,24.5%,40,11,17,3,3,1.37,0.38,0.1,0.58,12.2%,8700,8514,0,186,299,17.4%,0.27,66.7%,,0,1,0,0,-67,-5,-116,0,0,4441,4441,1320,290,7546,0,4,83,5298,0,4,20,0,450
Delight,Rakan,SUPPORT,12,0,1,8,8,32,0,,1.1,7121,245,12.3%,104,50,11,15,13,3.57,1.72,0.52,0.38,31.6%,3641,336,2553,752,125,7.3%,0.27,66.7%,,0,0,0,0,-112,-2,-212,0,0,220,220,3978,1494,10845,719,20,114,9338,39,17,34,0,0
Zeus,Gnar,TOP,15,1,3,0,0.3,243,18,,8.3,10345,355,21.3%,25,10,5,5,4,0.86,0.34,0.17,0.17,11.7%,10269,8773,1327,169,353,26.4%,0.03,14.3%,,0,0,0,0,-907,-14,-665,-1,0,4624,4624,3480,0,17918,0,19,595,19814,79,8,25,450,0
Oner,Vi,JUNGLE,13,4,2,2,3,159,134,,5.5,9462,325,19.5%,34,6,12,4,4,1.17,0.21,0.14,0.41,16%,8333,7657,0,676,286,21.4%,0.21,85.7%,,0,0,0,0,320,-12,68,0,0,0,0,8199,0,24130,0,20,279,19365,40,5,21,0,250
Poby,Azir,MID,16,2,3,3,1.7,273,5,,9.4,11213,385,23.1%,23,14,7,5,5,0.79,0.48,0.17,0.24,10.8%,11137,287,10850,0,382,28.6%,0.17,71.4%,,0,0,0,0,68,1,125,0,0,1090,1090,1997,0,12314,0,7,184,15783,69,8,23,0,0
Gumayusi,Kai,ADC,15,0,1,1,1,335,10,,11.5,11560,397,23.8%,45,25,14,2,2,1.55,0.86,0.07,0.48,21.1%,6583,1921,4662,0,226,16.9%,0.03,14.3%,,0,0,0,0,67,5,116,0,0,512,512,972,0,3554,0,0,22,4442,0,3,21,0,100
Keria,Nautilus,SUPPORT,10,0,3,4,1.3,39,0,,1.3,5931,204,12.2%,86,58,11,14,12,2.95,1.99,0.48,0.38,40.4%,2583,544,1442,597,89,6.6%,0.14,57.1%,,0,0,0,0,112,2,212,0,0,0,0,29,0,13011,0,26,203,8344,94,17,28,0,0
Morgan,K,TOP,16,1,2,2,1.5,253,4,,8.3,10251,335,21.2%,33,9,7,5,4,1.08,0.29,0.16,0.23,12.8%,8662,7841,377,444,283,17.7%,0.1,60%,,0,0,0,0,700,13,-380,0,0,0,0,2009,0,28055,470,21,3247,15810,49,6,22,0,0
UmTi,Poppy,JUNGLE,13,2,4,2,1,159,140,,5.2,8883,290,18.4%,49,12,18,10,10,1.6,0.39,0.33,0.59,19.1%,6441,5022,602,817,210,13.2%,0.13,80%,,0,0,0,0,130,-8,-133,0,0,0,0,7306,0,40916,0,27,774,19362,112,11,29,0,0
Karis,Ahri,MID,16,1,3,4,1.7,277,0,,9,10923,357,22.6%,37,16,7,4,4,1.21,0.52,0.13,0.23,14.4%,14828,1744,9756,3328,484,30.3%,0.16,100%,,0,0,0,0,204,4,422,0,0,128,128,4441,0,13317,0,13,72,19759,99,4,20,150,0
Hena,Aphelios,ADC,15,1,3,2,1,329,12,,10.7,12066,394,25%,40,12,17,5,4,1.31,0.39,0.16,0.56,15.6%,16045,15710,335,0,524,32.8%,0.1,60%,,0,0,0,0,217,7,273,0,0,1067,1067,2734,0,14108,0,9,155,10815,93,9,28,0,50
Effort,Rell,SUPPORT,11,0,3,4,1.3,35,0,,1.1,6192,202,12.8%,98,52,14,15,14,3.2,1.7,0.49,0.46,38.1%,2920,332,1831,757,95,6%,0.13,80%,,0,0,0,0,-292,-5,-152,0,0,59,59,1466,0,19913,0,23,75,12466,68,17,28,0,0
Kiin,Jax,TOP,18,4,0,5,Perfect KDA,275,19,,9,12692,415,20.8%,28,13,6,3,3,0.91,0.42,0.1,0.2,10%,12535,7234,5301,0,409,20%,0.29,60%,,1,0,0,0,-700,-13,380,0,0,3731,3731,7098,0,19165,0,12,91,20579,0,4,28,0,0
Cuzz,Sejuani,JUNGLE,15,2,1,13,15,178,159,,5.8,10805,353,17.7%,47,13,11,11,11,1.54,0.42,0.36,0.36,16.8%,8240,4901,2662,677,269,13.2%,0.49,100%,,0,0,0,0,-130,8,133,0,0,568,568,12836,1039,37073,0,21,391,20806,16,13,27,0,0
Bdd,Azir,MID,17,1,2,7,4,289,12,,9.4,12224,399,20.1%,40,16,6,5,5,1.31,0.52,0.16,0.2,14.3%,16836,95,16741,0,550,26.9%,0.26,53.3%,,0,0,0,0,-204,-4,-422,0,0,1096,1096,1732,0,7256,0,12,184,12253,82,8,28,0,150
Aiming,Kai,ADC,17,8,0,6,Perfect KDA,375,37,,12.2,17276,564,28.3%,36,13,13,4,4,1.18,0.42,0.13,0.42,12.9%,22245,6787,14865,593,727,35.6%,0.46,93.3%,,2,1,0,0,-217,-7,-273,0,0,5167,5167,1286,0,8034,0,2,136,7150,0,5,25,50,0
Lehends,Rakan,SUPPORT,12,0,2,8,4,46,6,,1.5,7962,260,13.1%,128,87,17,16,16,4.18,2.84,0.52,0.56,45.9%,2665,367,2076,222,87,4.3%,0.26,53.3%,,0,0,0,0,292,5,152,0,0,2731,2731,2868,938,11837,1410,13,37,11566,71,19,32,0,0
Morgan,K,TOP,16,0,1,2,2,243,5,,7.4,10187,312,19.5%,28,10,4,6,5,0.86,0.31,0.18,0.12,11.8%,11412,8813,2511,88,350,16.7%,0.06,40%,,0,0,0,0,-767,-35,-396,0,0,1677,1677,3664,0,40295,92,17,631,21203,0,8,28,0,0
UmTi,Poppy,JUNGLE,13,1,5,3,0.8,150,132,,4.6,8829,271,16.9%,47,10,11,8,8,1.44,0.31,0.25,0.34,19.8%,9984,7532,1835,617,306,14.6%,0.12,80%,,0,0,0,0,-123,-3,244,0,0,0,0,8489,0,49607,0,40,728,28161,167,9,26,50,0
Karis,Azir,MID,17,1,2,0,0.5,333,0,,10.2,12866,394,24.6%,18,6,4,4,4,0.55,0.18,0.12,0.12,7.6%,26815,330,26439,46,822,39.3%,0.03,20%,,0,0,0,0,25,0,373,0,0,3263,3263,619,0,10480,0,12,226,14191,46,6,27,0,50
Hena,Aphelios,ADC,15,3,2,1,2,330,48,,10.1,13734,421,26.3%,36,15,9,4,4,1.1,0.46,0.12,0.28,15.2%,18452,16701,1471,280,565,27.1%,0.12,80%,,0,0,0,0,311,-6,297,0,0,4513,4513,4479,0,20500,0,12,224,11634,47,6,21,450,50
Effort,Milio,SUPPORT,12,0,3,4,1.3,36,0,,1.1,6645,204,12.7%,108,56,13,17,15,3.31,1.72,0.52,0.4,45.6%,1490,599,891,0,46,2.2%,0.12,80%,,0,0,0,0,314,4,590,1,0,69,69,7403,4472,6227,3602,8,92,13842,74,19,34,0,0
Kiin,Renekton,TOP,18,2,1,3,5,345,29,,10.6,14771,453,23%,34,11,1,3,3,1.04,0.34,0.09,0.03,10.7%,15657,14898,759,0,480,23.3%,0.15,38.5%,,0,0,0,0,767,35,396,0,0,9809,9809,22205,0,31638,0,20,53,39509,30,4,23,50,50
Cuzz,Sejuani,JUNGLE,15,1,1,12,13,176,141,,5.4,11569,355,18%,72,16,19,14,14,2.21,0.49,0.43,0.58,22.6%,7606,4326,2937,343,233,11.3%,0.4,100%,,0,0,0,0,123,3,-244,0,0,355,355,16741,2383,48133,0,19,351,27151,27,16,33,0,0
Bdd,Veigar,MID,17,6,2,4,5,295,4,,9,14151,434,22.1%,42,13,7,8,8,1.29,0.4,0.25,0.21,13.2%,21033,667,20261,105,645,31.3%,0.31,76.9%,,2,0,0,0,-25,0,-373,0,0,2083,2083,2062,0,11031,0,22,60,14400,52,11,30,0,450
Aiming,Kai,ADC,16,4,0,6,Perfect KDA,349,25,,10.7,15991,490,24.9%,62,12,17,2,2,1.9,0.37,0.06,0.52,19.5%,19840,7333,11846,661,608,29.5%,0.31,76.9%,,1,0,0,0,-311,6,-297,0,0,8390,8390,3949,0,7443,0,2,65,9984,0,3,28,50,0
Lehends,Nautilus,SUPPORT,13,0,1,8,8,36,0,,1.1,7692,236,12%,108,56,12,17,16,3.31,1.72,0.52,0.37,34%,3149,432,2137,580,96,4.7%,0.25,61.5%,,0,0,0,0,-314,-4,-590,-1,0,83,83,1172,0,17500,0,36,232,9183,31,21,36,0,0
Canna,LeBlanc,TOP,16,4,3,6,3.3,243,0,,9.5,12678,496,24%,28,14,1,6,6,1.1,0.55,0.23,0.04,12.6%,20640,4987,15653,0,808,37.4%,0.39,62.5%,1,1,0,0,0,1487,36,957,1,0,8759,8759,4287,0,8189,0,15,30,15110,46,8,25,0,450
Canyon,Lee Sin,JUNGLE,15,6,0,8,Perfect KDA,176,158,,6.9,11653,456,22%,40,16,4,9,9,1.57,0.63,0.35,0.16,17.9%,12498,10155,1967,376,489,22.7%,0.55,87.5%,,1,0,0,0,763,8,313,1,0,5591,5591,16119,0,31213,599,8,510,23376,0,10,23,0,0
ShowMaker,Annie,MID,15,2,0,7,Perfect KDA,209,0,,8.2,10357,405,19.6%,32,13,6,11,11,1.25,0.51,0.43,0.23,14.3%,9123,834,8223,66,357,16.5%,0.35,56.3%,,0,0,0,0,1095,15,1086,1,0,3813,3813,313,0,4444,1061,16,299,4505,0,13,27,0,0
Deft,Ashe,ADC,14,4,0,5,Perfect KDA,238,4,,9.3,11321,443,21.4%,46,12,11,4,4,1.8,0.47,0.16,0.43,20.6%,11432,9617,1815,0,447,20.7%,0.35,56.3%,,0,0,0,0,189,-2,228,0,0,6149,6149,2762,0,3440,0,21,519,6450,0,5,22,0,0
Kellin,Milio,SUPPORT,11,0,1,13,13,31,0,,1.2,6871,269,13%,77,41,7,12,12,3.01,1.6,0.47,0.27,34.5%,1437,442,995,0,56,2.6%,0.51,81.3%,,0,0,0,0,214,-1,-565,-1,0,838,838,4481,3554,1242,3139,6,66,4603,0,14,27,0,0
Rascal,Jax,TOP,14,2,5,1,0.6,188,24,,7.4,9489,371,23.2%,15,9,2,4,2,0.59,0.35,0.16,0.08,7.8%,8418,5145,3273,0,329,35.2%,0.12,75%,2,0,0,0,0,-1487,-36,-957,-1,0,4665,4665,2685,0,18103,0,8,115,26757,132,6,24,400,0
Juhan,Viego,JUNGLE,12,1,2,0,0.5,152,136,,5.9,7862,308,19.2%,34,10,10,9,8,1.33,0.39,0.35,0.39,17.7%,2553,2293,117,143,100,10.7%,0.04,25%,,0,0,0,0,-763,-8,-313,-1,0,0,0,10971,0,17020,0,2,167,19079,32,10,25,50,0
FATE,Kai,MID,13,0,3,0,0,219,0,,8.6,8493,332,20.8%,39,14,5,7,6,1.53,0.55,0.27,0.2,20.3%,6581,1704,4877,0,258,27.5%,0,0%,,0,0,0,0,-1095,-15,-1086,-1,0,0,0,819,0,7250,0,0,12,9480,60,7,25,0,0
Paduck,Aphelios,ADC,12,0,2,0,0,231,5,,9,9206,360,22.5%,25,9,6,4,3,0.98,0.35,0.16,0.23,13%,4845,4845,0,0,190,20.3%,0,0%,,0,0,0,0,-189,2,-228,0,0,105,105,3709,0,5976,0,0,51,9272,32,8,20,0,0
BeryL,Nautilus,SUPPORT,10,1,4,0,0.3,37,0,,1.4,5844,229,14.3%,79,31,12,9,6,3.09,1.21,0.35,0.47,41.1%,1519,283,922,314,59,6.4%,0.04,25%,1,0,0,0,0,-214,1,565,1,0,0,0,94,0,17343,0,16,153,11907,124,11,25,0,0
Rascal,Renekton,TOP,13,1,5,2,0.6,204,6,,8.2,8338,334,21.4%,23,7,6,2,2,0.92,0.28,0.08,0.24,14.1%,8948,7117,1831,0,359,22.9%,0.12,50%,,0,0,0,0,-1182,3,-935,0,0,856,856,6558,0,19843,0,10,31,25163,195,3,18,0,0
Juhan,Maokai,JUNGLE,11,0,6,5,0.8,128,107,,5.1,7280,292,18.7%,30,10,8,10,8,1.2,0.4,0.4,0.32,18.4%,9084,301,8376,407,364,23.2%,0.2,83.3%,,0,0,0,0,-913,-32,-1229,-2,0,0,0,10535,0,17890,0,36,478,26442,190,12,25,0,0
FATE,Tristana,MID,14,2,3,3,1.7,212,0,,8.5,9594,385,24.6%,26,10,8,4,4,1.04,0.4,0.16,0.32,16%,7469,5149,2320,0,300,19.1%,0.2,83.3%,,0,0,0,0,-763,-21,-585,0,0,3658,3658,3180,0,7917,0,1,22,12973,69,5,23,100,0
Paduck,Varus,ADC,10,2,6,3,0.8,148,0,,5.9,7852,315,20.1%,26,13,3,7,6,1.04,0.52,0.28,0.12,16%,11237,9531,1706,0,451,28.7%,0.2,83.3%,,0,0,0,0,-1958,-37,-1271,-1,0,131,131,412,0,5693,0,20,183,12172,177,7,23,150,0
BeryL,Alistar,SUPPORT,11,1,9,5,0.7,32,0,,1.3,5963,239,15.3%,58,31,6,9,8,2.33,1.24,0.36,0.24,35.6%,2364,184,1670,510,95,6%,0.24,100%,1,0,0,0,0,-63,4,-95,0,0,0,0,2029,1321,23449,0,31,129,20098,197,11,22,400,0
Canna,Jax,TOP,15,3,2,9,6,208,18,,8.3,11313,454,20.5%,28,10,3,6,3,1.12,0.4,0.24,0.12,13.7%,14393,6567,7826,0,577,18.2%,0.48,41.4%,2,0,0,0,0,1182,-3,935,0,0,5248,5248,3791,0,17423,0,10,95,18026,86,8,25,0,250
Canyon,Neeko,JUNGLE,14,4,1,16,20,177,154,,7.1,10297,413,18.6%,72,25,15,7,5,2.89,1,0.28,0.6,35.1%,14912,798,13710,404,598,18.8%,0.8,69%,,0,0,0,0,913,32,1229,2,0,681,681,12997,0,11709,0,28,274,22024,0,8,20,0,400
ShowMaker,Jayce,MID,16,10,0,10,Perfect KDA,238,11,,9.5,13375,536,24.2%,21,13,1,6,5,0.84,0.52,0.24,0.04,10.2%,26351,24083,2268,0,1057,33.3%,0.8,69%,,3,0,0,0,763,21,585,0,0,9377,9377,2995,0,8103,0,6,75,8406,0,8,30,0,0
Deft,Ashe,ADC,14,12,0,12,Perfect KDA,217,8,,8.7,13583,545,24.6%,29,10,7,3,2,1.16,0.4,0.12,0.28,14.1%,21076,18709,1806,561,845,26.6%,0.96,82.8%,1,1,1,0,0,1958,37,1271,1,0,3343,3343,3292,0,5163,0,32,558,9818,0,4,23,0,0
Kellin,Rell,SUPPORT,12,0,3,21,7,29,0,,1.2,6704,269,12.1%,55,37,3,11,11,2.21,1.48,0.44,0.12,26.8%,2388,248,1685,455,96,3%,0.84,72.4%,,0,0,0,0,63,-4,95,0,0,0,0,2375,637,15892,0,20,96,12417,75,13,27,0,0
Burdol,Renekton,TOP,15,0,5,2,0.4,243,0,,7.8,9808,316,19.5%,32,10,7,6,5,1.03,0.32,0.19,0.23,13.3%,8599,6755,1844,0,277,15.9%,0.06,33.3%,,0,0,0,0,-2393,-7,-376,-1,0,0,0,6339,0,26825,0,9,115,29696,125,7,31,0,0
Willer,Viego,JUNGLE,14,3,3,2,1.7,176,154,,5.7,10053,324,20%,57,19,13,21,17,1.84,0.61,0.68,0.42,23.8%,7457,6365,533,559,241,13.8%,0.16,83.3%,,0,0,0,0,-1310,-19,-1509,-2,0,0,0,15767,0,21515,0,6,210,30637,67,20,39,350,0
Clozer,Azir,MID,17,2,3,1,1,319,8,,10.3,12656,408,25.2%,18,14,3,6,5,0.58,0.45,0.19,0.1,7.5%,21628,282,21346,0,698,39.9%,0.1,50%,,0,0,0,0,241,11,474,0,0,3485,3485,1035,0,12786,0,15,182,16031,80,9,27,150,0
Teddy,Ashe,ADC,13,1,7,2,0.4,270,0,,8.7,10974,354,21.9%,38,14,15,7,5,1.23,0.45,0.23,0.48,15.8%,12062,9731,2315,16,389,22.3%,0.1,50%,,0,0,0,0,235,15,-471,0,0,268,268,3326,510,9205,0,30,557,17354,209,9,28,0,0
Kael,Braum,SUPPORT,12,0,5,6,1.2,35,0,,1.1,6732,217,13.4%,95,50,15,16,14,3.06,1.61,0.52,0.48,39.6%,4448,540,3300,608,143,8.2%,0.19,100%,,0,0,0,0,-90,0,729,0,0,0,0,938,535,16425,1747,22,86,14375,105,18,32,0,0
Doran,Quinn,TOP,18,5,1,9,14,318,35,,10.3,15790,509,23.6%,32,12,3,3,3,1.03,0.39,0.1,0.1,10.2%,25325,22157,3168,0,817,31.4%,0.45,60.9%,1,0,0,0,0,2393,7,376,1,0,8275,8275,8498,0,10911,0,28,144,16377,41,5,23,0,350
Peanut,Poppy,JUNGLE,15,2,1,11,13,170,148,,5.5,11047,356,16.5%,43,7,14,6,6,1.39,0.23,0.19,0.45,13.7%,6819,4614,1592,613,220,8.5%,0.42,56.5%,1,0,0,0,0,1310,19,1509,2,0,1415,1415,10822,0,47845,0,28,836,21143,42,8,20,0,150
Chovy,Ahri,MID,17,2,0,14,Perfect KDA,287,8,,9.3,13880,448,20.8%,76,30,19,7,7,2.45,0.97,0.23,0.61,24.2%,18596,1693,13120,3783,600,23.1%,0.52,69.6%,,0,0,0,0,-241,-11,-474,0,0,5727,5727,6579,0,12004,0,23,67,16321,0,7,26,0,0
Peyz,Kai,ADC,17,12,2,5,8.5,304,36,,9.8,17374,560,26%,57,25,14,3,3,1.84,0.81,0.1,0.45,18.2%,24076,6941,16921,214,777,29.9%,0.55,73.9%,,3,0,0,1,-235,-15,471,0,0,8793,8793,4516,0,10318,0,1,82,14025,43,7,26,0,0
Delight,Rakan,SUPPORT,13,2,2,15,8.5,46,0,,1.5,8682,280,13%,106,55,14,13,13,3.42,1.77,0.42,0.45,33.8%,5746,380,4821,545,185,7.1%,0.55,73.9%,,0,0,0,0,90,0,-729,0,0,870,870,7577,3051,16050,1136,24,85,13620,58,16,32,0,0
Burdol,Renekton,TOP,12,0,5,0,0,166,0,,7,6738,283,17.4%,16,7,3,2,2,0.67,0.29,0.08,0.13,11.8%,5032,4455,577,0,211,16.8%,0,0%,,0,0,0,0,-2762,-17,-2030,-2,0,0,0,4033,0,14193,0,8,29,25058,130,3,22,0,0
Willer,Poppy,JUNGLE,12,1,1,3,4,151,104,,6.3,7657,322,19.8%,30,11,6,10,9,1.26,0.46,0.42,0.25,22.1%,3332,2543,601,188,140,11.1%,0.17,80%,,0,0,0,0,-352,-5,-162,0,0,0,0,5641,0,21518,0,10,579,14466,0,11,24,0,0
Clozer,Azir,MID,14,2,4,2,1,248,4,,10.4,10054,422,26%,18,11,8,5,4,0.76,0.46,0.21,0.34,13.2%,9542,135,9407,0,401,31.8%,0.17,80%,,0,0,0,0,-995,-32,-1755,-2,0,2736,2736,217,0,6443,0,8,130,12575,78,10,26,550,0
Teddy,Ezreal,ADC,13,1,2,4,2.5,242,4,,10.2,9099,382,23.6%,18,9,9,2,2,0.76,0.38,0.08,0.38,13.2%,11109,6742,4301,66,467,37%,0.21,100%,,0,0,0,0,-211,-7,-700,0,0,0,0,2826,395,5205,0,0,10,9154,36,4,22,0,0
Kael,Alistar,SUPPORT,8,1,3,3,1.3,25,0,,1.1,5086,214,13.2%,54,34,3,16,14,2.27,1.43,0.67,0.13,39.7%,1010,217,533,260,42,3.4%,0.17,80%,,0,0,0,0,-18,-8,-175,0,0,0,0,1554,953,8512,0,7,29,8607,68,18,29,0,0
Doran,Gangplank,TOP,15,2,0,7,Perfect KDA,235,4,,9.9,12969,545,24.4%,14,6,3,2,2,0.59,0.25,0.08,0.13,7.2%,13934,10339,1753,1842,585,26%,0.38,60%,1,0,0,0,0,2762,17,2030,2,0,7610,7610,3169,0,6740,0,7,193,10177,0,3,18,0,0
Peanut,Vi,JUNGLE,14,4,1,6,10,161,144,,6.8,9900,416,18.6%,24,5,5,4,4,1.01,0.21,0.17,0.21,12.3%,9128,8707,0,421,384,17.1%,0.42,66.7%,,0,0,0,0,352,5,162,0,0,3336,3336,9781,0,21988,0,16,340,17980,14,5,21,0,0
Chovy,Ahri,MID,16,1,0,9,Perfect KDA,259,4,,10.9,11435,480,21.5%,53,19,12,2,2,2.23,0.8,0.08,0.5,27.2%,15252,1330,9059,4863,641,28.5%,0.42,66.7%,,0,0,0,0,995,32,1755,2,0,5881,5881,3803,0,6822,0,11,45,11461,0,2,22,0,0
Peyz,Kai,ADC,14,8,2,3,5.5,250,24,,10.5,12519,526,23.6%,37,19,10,1,1,1.55,0.8,0.04,0.42,19%,12357,3654,8649,54,519,23.1%,0.46,73.3%,,0,1,1,0,211,7,700,0,0,4062,4062,2195,0,5673,0,1,22,10133,14,2,17,0,550
Delight,Nautilus,SUPPORT,11,0,2,8,4,38,0,,1.6,6294,264,11.8%,67,29,7,8,7,2.82,1.22,0.34,0.29,34.4%,2834,565,1743,526,119,5.3%,0.34,53.3%,,0,0,0,0,18,8,175,0,0,264,264,31,0,9787,0,21,144,6588,14,11,24,0,0
DnDn,Jax,TOP,13,1,4,0,0.3,177,0,,7.2,8197,335,19.6%,20,9,0,4,2,0.82,0.37,0.16,0,10.4%,12317,6420,5897,0,504,26.8%,0.04,20%,,0,0,0,0,-2727,-48,-2382,-2,0,2781,2781,4349,0,16484,0,10,87,22318,88,5,24,0,0
Sylvie,Kha,JUNGLE,12,2,5,1,0.6,129,113,,5.3,8416,344,20.2%,55,22,12,8,5,2.25,0.9,0.33,0.49,28.5%,3738,3063,295,380,153,8.1%,0.12,60%,,0,0,0,0,-705,-15,-703,0,0,290,290,10313,0,12026,0,3,207,22809,119,9,23,750,0
FIESTA,LeBlanc,MID,15,1,2,4,2.5,243,2,,9.9,9503,389,22.8%,28,8,10,6,5,1.15,0.33,0.25,0.41,14.5%,16579,3226,13353,0,679,36.1%,0.2,100%,1,0,0,0,0,-629,-4,234,0,0,1254,1254,4308,0,12233,0,8,20,17994,44,6,24,0,0
Jiwoo,Aphelios,ADC,13,1,5,1,0.4,245,16,,10,10226,419,24.5%,20,7,13,4,2,0.82,0.29,0.16,0.53,10.4%,10640,10602,0,38,435,23.2%,0.08,40%,,0,0,0,0,-229,11,-430,-1,0,4749,4749,2053,0,10946,0,2,100,11895,137,5,17,0,50
Peter,Alistar,SUPPORT,9,0,5,2,0.4,30,0,,1.2,5390,221,12.9%,70,37,9,11,10,2.86,1.51,0.45,0.37,36.3%,2607,243,1763,601,107,5.7%,0.08,40%,,0,0,0,0,-11,8,108,0,0,0,0,2291,1163,20796,0,22,96,13182,109,13,23,0,0
kingen,Renekton,TOP,17,3,0,5,Perfect KDA,277,24,,11.3,13093,536,24.1%,19,10,4,2,2,0.78,0.41,0.08,0.16,9%,20955,19363,1592,0,858,31.2%,0.33,38.1%,2,0,0,0,0,2727,48,2382,2,0,8756,8756,14892,0,26629,0,16,44,27476,0,3,17,0,0
Grizzly,Viego,JUNGLE,13,6,1,4,10,152,140,,6.2,10316,422,19%,37,9,10,27,7,1.51,0.37,1.11,0.41,17.6%,7300,6219,739,342,299,10.9%,0.41,47.6%,,1,0,0,0,705,15,703,0,0,2292,2292,18262,363,17567,0,5,148,25509,36,10,28,0,0
Zeka,Annie,MID,15,0,2,14,7,216,1,,8.8,10701,438,19.7%,20,7,3,4,4,0.82,0.29,0.16,0.12,9.5%,16970,1348,15622,0,695,25.2%,0.57,66.7%,,0,0,0,0,629,4,-234,0,0,2730,2730,1123,0,10644,841,26,320,11894,77,6,24,0,50
Viper,Kai,ADC,15,11,1,2,13,265,21,,10.8,13437,550,24.7%,62,29,15,8,7,2.54,1.19,0.33,0.61,29.5%,17752,8510,8808,434,727,26.4%,0.53,61.9%,1,2,1,0,0,229,-11,430,1,0,3244,3244,2537,453,9134,0,4,144,9048,48,9,28,50,700
Life,Nautilus,SUPPORT,12,1,1,10,11,29,0,,1.2,6843,280,12.6%,72,37,9,15,13,2.95,1.51,0.61,0.37,34.3%,4246,949,2875,422,174,6.3%,0.45,52.4%,,0,0,0,0,11,-8,-108,0,0,225,225,1920,736,13602,0,35,204,8197,0,19,30,0,0
DnDn,K,TOP,14,0,3,2,0.7,197,4,,8.3,7518,318,19.2%,22,10,2,6,4,0.93,0.42,0.25,0.08,12.9%,10237,8871,1031,335,433,27.5%,0.08,25%,,0,0,0,0,154,7,200,0,0,0,0,1461,0,19683,96,26,2358,14896,111,7,32,0,0
Sylvie,Viego,JUNGLE,12,3,1,2,5,138,116,,5.8,8383,354,21.4%,41,7,10,11,5,1.73,0.3,0.47,0.42,24.1%,6032,5396,328,308,255,16.2%,0.21,62.5%,,0,0,0,0,542,-12,-77,0,0,0,0,11266,0,12395,0,9,180,21360,33,8,22,100,50
FIESTA,Azir,MID,14,3,3,1,1.3,205,4,,8.7,8700,368,22.3%,26,13,6,7,6,1.1,0.55,0.3,0.25,15.3%,13046,611,12435,0,552,35%,0.17,50%,1,0,0,0,0,191,-14,-235,0,0,0,0,1217,0,8940,0,10,111,14203,113,9,23,0,50
Jiwoo,Jinx,ADC,12,1,6,2,0.5,191,12,,8.1,9204,389,23.5%,22,9,5,5,3,0.93,0.38,0.21,0.21,12.9%,5573,5255,318,0,236,15%,0.13,37.5%,,0,0,0,0,-2517,-41,-1488,-1,0,1346,1346,895,0,5781,0,14,72,10641,154,9,32,50,0
Peter,Rell,SUPPORT,9,1,5,5,1.2,27,0,,1.1,5281,223,13.5%,59,34,4,11,10,2.49,1.44,0.47,0.17,34.7%,2356,524,1334,498,100,6.3%,0.25,75%,,0,0,0,0,-568,-4,-512,0,0,0,0,684,0,13801,0,24,101,12929,83,13,24,0,0
kingen,Renekton,TOP,15,1,3,5,2,208,4,,8.8,9985,422,20.1%,34,11,1,5,5,1.44,0.47,0.21,0.04,18.2%,10312,8927,1385,0,436,18.8%,0.25,33.3%,1,0,0,0,0,-154,-7,-200,0,0,5216,5216,5221,0,11946,0,18,36,17668,92,6,24,0,100
Grizzly,Maokai,JUNGLE,13,2,0,9,Perfect KDA,146,129,,6.2,8805,372,17.7%,26,7,4,5,5,1.1,0.3,0.21,0.17,13.9%,8018,694,7066,258,339,14.6%,0.47,61.1%,,0,0,0,0,-542,12,77,0,0,659,659,13137,74,16382,0,36,604,17798,0,6,19,0,0
Zeka,Yone,MID,15,1,3,3,1.3,226,4,,9.6,9233,390,18.6%,29,14,3,6,6,1.23,0.59,0.25,0.13,15.5%,11045,6537,2698,1810,467,20.1%,0.17,22.2%,,0,0,0,0,-191,14,235,0,0,902,902,1791,0,14937,0,12,160,14963,96,8,22,0,50
