Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
Burdol,Jax,TOP,17,3,1,3,6,284,10,,9.6,12450,419,21.2%,25,14,5,3,3,0.84,0.47,0.1,0.17,9.8%,13834,7133,6701,0,466,19.8%,0.2,40%,,0,0,0,0,-375,-19,-277,0,0,3757,3757,6867,0,19168,0,10,78,21344,55,5,26,50,350
Willer,Wukong,JUNGLE,15,9,1,2,11,207,176,,7,12343,415,21%,65,13,12,12,10,2.19,0.44,0.4,0.4,25.6%,11517,9307,1492,718,388,16.5%,0.37,73.3%,1,1,0,0,0,613,11,622,1,0,1917,1917,14601,0,25447,0,16,191,27501,49,13,28,50,700
Clozer,Sylas,MID,18,0,1,7,7,296,4,,10,13596,458,23.1%,45,8,13,6,5,1.51,0.27,0.2,0.44,17.7%,16048,1135,14451,462,540,23%,0.24,46.7%,,0,0,0,0,-163,-1,307,0,0,7933,7933,9627,0,21596,0,23,384,24786,58,10,28,0,150
Envyy,Lucian,ADC,15,3,1,5,8,292,16,,9.8,12614,424,21.5%,28,14,4,6,6,0.94,0.47,0.2,0.13,11%,22600,15029,7145,426,761,32.4%,0.27,53.3%,,0,0,0,0,982,22,531,1,0,6216,6216,4412,0,8829,0,3,69,16134,47,7,24,0,300
Kael,Nami,SUPPORT,13,0,1,13,13,16,0,,0.5,7789,262,13.2%,91,41,12,12,10,3.06,1.38,0.4,0.4,35.8%,5830,647,5183,0,196,8.3%,0.44,86.7%,,0,0,0,0,101,-24,-49,0,0,1784,1784,8745,6917,4208,1650,31,185,7202,41,15,30,0,0
DuDu,K,TOP,17,2,1,3,5,283,0,,9.5,11494,387,22.8%,17,8,2,4,2,0.57,0.27,0.13,0.07,8%,12416,10054,1898,464,418,20%,0.17,100%,,1,0,0,0,375,19,277,0,0,0,0,2403,0,37367,489,29,3846,18875,48,6,22,300,50
YoungJae,Lee Sin,JUNGLE,14,1,2,4,2.5,184,172,,6.2,9106,306,18.1%,36,23,4,14,12,1.21,0.77,0.47,0.13,17%,7036,5529,801,706,237,11.3%,0.17,100%,,0,0,0,0,-613,-11,-622,-1,0,139,139,16672,0,30904,930,10,643,29198,43,15,32,150,0
Bulldog,Aurelion Sol,MID,16,2,1,3,5,304,0,,10.2,13478,454,26.8%,30,15,2,6,5,1.01,0.5,0.2,0.07,14.2%,25275,487,23072,1716,851,40.6%,0.17,100%,,0,0,0,0,163,1,-307,0,0,302,302,547,0,6698,0,29,840,10943,44,9,30,1050,50
Taeyoon,Varus,ADC,14,0,5,3,0.6,245,0,,8.2,10133,341,20.1%,42,14,12,5,5,1.41,0.47,0.17,0.4,19.8%,12503,8788,3715,0,421,20.1%,0.1,60%,,0,0,0,0,-982,-22,-531,-1,0,0,0,3380,494,13634,0,28,296,15346,121,7,27,0,0
Moham,Nautilus,SUPPORT,13,0,6,3,0.5,43,0,,1.4,6118,206,12.2%,87,47,13,15,13,2.93,1.58,0.5,0.44,41%,4979,828,3236,915,168,8%,0.1,60%,,0,0,0,0,-101,24,49,0,0,0,0,625,0,25829,0,31,286,18904,143,18,30,0,0
DuDu,Fiora,TOP,18,3,2,2,2.5,456,20,,9.3,21070,429,21.9%,88,13,25,8,7,1.79,0.26,0.16,0.51,16.3%,21654,11274,2612,7768,441,15.9%,0.1,27.8%,,0,0,0,0,56,3,199,1,0,11753,11753,20295,787,47967,0,5,184,40695,112,14,38,200,450
YoungJae,Lee Sin,JUNGLE,18,4,4,7,2.8,328,271,,6.7,17273,352,18%,101,48,19,27,27,2.06,0.98,0.55,0.39,18.7%,15205,12444,2344,417,310,11.2%,0.22,61.1%,,1,0,0,0,771,-1,685,1,0,1019,1019,28744,0,58717,1085,20,687,49185,178,29,54,350,0
Bulldog,Taliyah,MID,18,4,4,13,4.3,482,32,,9.8,22274,454,23.2%,88,26,11,8,7,1.79,0.53,0.16,0.22,16.3%,47255,1138,46017,100,962,34.7%,0.35,94.4%,,1,0,0,0,-342,-2,-131,0,0,3441,3441,2719,0,18713,0,51,1015,20183,165,13,35,1000,150
Taeyoon,Xayah,ADC,18,7,5,8,3,541,40,,11,24070,490,25%,82,24,30,11,11,1.67,0.49,0.22,0.61,15.2%,45499,43613,1240,646,927,33.4%,0.31,83.3%,,1,1,0,0,198,1,-130,0,0,4810,4810,7968,1166,22854,0,23,130,25113,163,16,41,550,850
Moham,Rakan,SUPPORT,18,0,3,18,6,56,0,,1.1,11479,234,11.9%,181,106,28,32,30,3.69,2.16,0.65,0.57,33.5%,6445,704,4773,968,131,4.7%,0.37,100%,,0,0,0,0,-7,16,20,0,0,992,992,7841,3690,28279,5594,27,66,19631,109,35,52,0,0
Burdol,Jax,TOP,18,4,3,5,3,441,16,,9,21905,446,23.4%,52,25,10,12,10,1.06,0.51,0.24,0.2,10.2%,29219,18315,10866,38,595,25.6%,0.18,50%,,0,0,0,0,-56,-3,-199,-1,0,4093,4093,17479,0,54756,0,21,241,45359,99,17,60,1200,400
Willer,Wukong,JUNGLE,18,4,4,9,3.3,287,225,,5.8,16827,343,18%,153,27,48,25,25,3.12,0.55,0.51,0.98,29.9%,20193,16891,2329,973,411,17.7%,0.26,72.2%,,0,0,0,0,-771,1,-685,-1,0,1315,1315,25627,0,51764,0,23,240,53735,121,31,50,150,300
Clozer,Ahri,MID,18,3,5,8,2.2,420,8,,8.6,19225,392,20.6%,78,22,12,4,4,1.59,0.45,0.08,0.24,15.2%,21083,1732,15804,3547,429,18.4%,0.22,61.1%,,0,0,0,0,342,2,131,0,0,3038,3038,5143,0,22907,0,11,115,33539,242,7,26,0,200
Envyy,Zeri,ADC,18,5,2,5,5,563,68,,11.5,23253,474,24.9%,73,20,23,5,5,1.49,0.41,0.1,0.47,14.3%,38569,23874,13838,857,786,33.7%,0.2,55.6%,,0,0,0,0,-198,-1,130,0,0,9820,9820,8994,0,41394,0,12,323,28452,60,11,40,0,1050
Kael,Lulu,SUPPORT,17,2,4,14,4,33,4,,0.7,12271,250,13.1%,156,89,25,27,36,3.18,1.81,0.55,0.51,30.5%,5290,890,4350,50,108,4.6%,0.33,88.9%,,0,0,0,0,7,-16,-20,0,0,271,271,4136,1559,12093,12671,28,198,17403,159,42,56,100,150
Burdol,Jax,TOP,16,1,2,0,0.5,264,4,,8.9,10217,344,20.8%,21,11,3,3,2,0.71,0.37,0.1,0.1,9.9%,12064,5838,6226,0,406,22.7%,0.03,50%,,0,0,0,0,-950,0,-1050,-1,0,3172,3172,3326,0,18163,0,16,146,22014,27,4,32,0,0
Willer,Maokai,JUNGLE,14,1,2,1,1,202,187,,6.8,10720,361,21.9%,38,11,8,10,9,1.28,0.37,0.34,0.27,17.9%,13565,156,11202,2207,456,25.5%,0.07,100%,,0,0,0,0,-456,12,96,0,0,0,0,17766,0,18640,0,36,712,27637,43,11,24,400,0
Clozer,Jayce,MID,17,0,1,1,1,327,8,,11,12026,404,24.5%,33,14,9,4,3,1.11,0.47,0.13,0.3,15.6%,12644,12084,0,560,425,23.8%,0.03,50%,,0,0,0,0,-144,-1,-259,0,0,0,0,514,0,6464,0,1,81,7730,0,5,25,0,50
Envyy,Varus,ADC,14,0,4,1,0.3,273,8,,9.2,10021,337,20.4%,39,26,10,8,7,1.31,0.87,0.27,0.34,18.4%,7338,6154,1184,0,247,13.8%,0.03,50%,,0,0,0,0,-342,-3,-69,0,0,0,0,2063,617,6093,0,23,343,10651,161,11,26,0,0
Kael,Heimerdinger,SUPPORT,11,0,3,1,0.3,18,0,,0.6,6071,204,12.4%,81,47,13,13,11,2.72,1.58,0.44,0.44,38.2%,7569,167,6962,440,255,14.2%,0.03,50%,,0,0,0,0,-89,-18,-131,0,0,59,59,1,0,3005,0,17,153,7794,56,15,25,0,0
DuDu,Gragas,TOP,18,3,0,4,Perfect KDA,289,4,,9.7,14047,472,23.3%,34,10,6,4,3,1.14,0.34,0.13,0.2,10.7%,17367,1334,15425,608,584,39.6%,0.24,58.3%,,0,0,0,0,950,0,1050,1,0,3242,3242,14392,0,18241,0,34,416,20628,0,6,24,0,0
YoungJae,Wukong,JUNGLE,15,4,0,3,Perfect KDA,205,186,,6.9,11689,393,19.4%,64,15,15,12,12,2.15,0.5,0.4,0.5,20.1%,4902,3915,647,340,165,11.2%,0.24,58.3%,,1,0,0,0,456,-12,-96,0,0,4145,4145,15230,0,24144,0,5,217,27098,0,13,31,50,0
Bulldog,Ahri,MID,17,3,0,7,Perfect KDA,303,4,,10.2,13225,445,22%,58,17,16,13,13,1.95,0.57,0.44,0.54,18.2%,10362,680,7752,1930,348,23.6%,0.34,83.3%,,0,0,0,0,144,1,259,0,0,4682,4682,6830,234,7880,0,15,64,15515,0,15,33,0,0
Taeyoon,Zeri,ADC,16,2,1,7,9,356,28,,12,13758,463,22.8%,61,13,30,9,7,2.05,0.44,0.3,1.01,19.2%,9992,5997,3689,306,336,22.8%,0.3,75%,,0,0,0,0,342,3,69,0,0,6036,6036,4799,0,19574,0,3,121,14783,0,13,33,0,400
Moham,Lulu,SUPPORT,13,0,1,11,11,38,0,,1.3,7515,253,12.5%,101,48,13,16,14,3.4,1.61,0.54,0.44,31.8%,1244,327,917,0,42,2.8%,0.37,91.7%,,0,0,0,0,89,18,131,0,0,54,54,2111,1131,8531,6370,5,101,9131,0,20,35,0,0
kingen,Ornn,TOP,14,0,0,5,Perfect KDA,183,0,,7.3,8256,331,17.3%,16,13,1,6,6,0.64,0.52,0.24,0.04,8.6%,11255,4228,7027,0,452,17.1%,0.2,41.7%,,0,0,0,0,-419,-17,-580,0,0,2751,2751,5976,1178,24979,0,25,331,18198,0,7,21,0,0
Clid,Elise,JUNGLE,13,2,1,3,5,146,118,,5.9,8241,331,17.3%,80,34,21,10,10,3.21,1.36,0.4,0.84,43.2%,6801,480,6131,190,273,10.3%,0.2,41.7%,,0,0,0,0,-435,-6,104,0,1,1097,1097,12519,0,11405,0,7,119,19323,33,11,23,0,0
Zeka,Jayce,MID,15,5,0,3,Perfect KDA,238,12,,9.6,11955,480,25.1%,13,9,4,0,0,0.52,0.36,0,0.16,7%,24885,20024,3911,950,999,37.7%,0.32,66.7%,,2,0,0,0,159,6,380,0,0,9918,9918,2350,0,7267,0,5,91,7700,0,3,18,0,0
Viper,Lucian,ADC,13,5,1,3,8,232,6,,9.3,12172,489,25.6%,32,14,7,5,4,1.28,0.56,0.2,0.28,17.3%,19678,12053,6409,1216,790,29.8%,0.32,66.7%,,0,0,0,0,1113,12,-407,-1,0,8026,8026,430,0,4330,0,0,10,7617,36,9,25,100,400
Life,Nami,SUPPORT,12,0,1,12,12,8,0,,0.3,6983,280,14.7%,44,25,4,9,7,1.77,1,0.36,0.16,23.8%,3392,511,2881,0,136,5.1%,0.48,100%,,0,0,0,0,114,0,699,1,0,1969,1969,5438,3699,3088,1586,18,119,5846,21,11,24,0,0
DnDn,Renekton,TOP,14,1,3,0,0.3,220,4,,8.8,9592,385,24.3%,35,12,5,8,7,1.4,0.48,0.32,0.2,18.3%,8893,8394,499,0,357,26.3%,0.04,33.3%,,0,0,0,0,419,17,580,0,0,3516,3516,6274,0,19423,0,12,26,24677,83,10,26,400,50
Sylvie,Vi,JUNGLE,12,0,3,3,1,146,132,,5.9,7497,301,19%,36,10,9,10,8,1.44,0.4,0.4,0.36,18.8%,5073,4154,518,401,204,15%,0.12,100%,,0,0,0,0,435,6,-104,0,0,0,0,8720,304,29081,0,15,248,21482,69,11,27,0,0
FIESTA,Ahri,MID,13,0,3,2,0.7,200,0,,8,7834,314,19.9%,38,17,9,8,7,1.53,0.68,0.32,0.36,19.9%,6291,866,3814,1611,252,18.6%,0.08,66.7%,,0,0,0,0,-159,-6,-380,0,0,387,387,1728,164,7485,0,8,43,12905,84,10,28,0,0
Vital,Zeri,ADC,12,2,2,1,1.5,223,4,,8.9,9509,382,24.1%,32,10,13,4,3,1.28,0.4,0.16,0.52,16.8%,10068,6011,3567,490,404,29.7%,0.12,100%,,0,0,0,0,-1113,-12,407,1,0,2410,2410,3309,0,13864,0,5,89,13690,8,6,20,0,50
Peter,Lulu,SUPPORT,9,0,1,3,3,8,0,,0.3,5032,202,12.8%,50,28,6,9,8,2.01,1.12,0.36,0.24,26.2%,3534,908,2626,0,142,10.4%,0.12,100%,,0,0,0,0,-114,0,-699,-1,0,0,0,1052,370,3596,3380,14,129,7933,29,12,22,0,0
DnDn,K,TOP,11,1,4,2,0.8,128,0,,7.1,6044,336,22.1%,16,11,0,6,6,0.89,0.61,0.33,0,15.7%,2689,2528,118,43,149,12.2%,0.17,60%,,0,0,0,0,-2433,-13,-1276,-1,0,0,0,317,0,11692,0,6,719,11756,68,7,19,400,0
Sylvie,Viego,JUNGLE,10,2,4,2,1,107,98,,5.9,5910,328,21.6%,20,5,4,8,4,1.11,0.28,0.44,0.22,19.6%,4447,3406,796,245,247,20.1%,0.22,80%,,1,0,0,0,-2150,11,-479,0,0,0,0,8739,0,9813,0,5,73,17273,47,7,16,200,0
FIESTA,Syndra,MID,11,1,6,3,0.7,139,0,,7.7,6364,354,23.2%,18,7,3,1,1,1,0.39,0.06,0.17,17.6%,8228,1418,6517,293,457,37.3%,0.22,80%,,0,0,0,0,-1202,-1,-974,-1,0,68,68,0,0,5388,0,24,286,10826,123,3,15,400,0
Vital,Ezreal,ADC,9,0,3,2,0.7,116,0,,6.4,4945,275,18%,12,6,3,1,1,0.67,0.33,0.06,0.17,11.8%,3528,2574,954,0,196,16%,0.11,40%,,0,0,0,0,-3587,-48,-1289,-2,0,397,397,1224,445,4111,0,0,1,8315,31,4,16,0,0
Peter,Karma,SUPPORT,8,1,3,3,1.3,18,0,,1,4140,230,15.1%,36,13,6,5,4,2,0.72,0.28,0.33,35.3%,3191,484,2483,224,177,14.5%,0.22,80%,,0,0,0,0,-1597,5,-550,-1,0,108,108,129,0,2811,1403,8,72,6182,32,7,16,0,0
kingen,Jayce,TOP,12,4,1,6,10,154,12,,8.6,9487,527,22.7%,18,9,0,3,3,1,0.5,0.17,0,15.5%,10939,10147,792,0,608,26.4%,0.56,50%,1,1,0,0,0,2433,13,1276,1,0,8710,8710,1461,0,3399,0,1,59,6701,0,3,19,0,400
Clid,Lee Sin,JUNGLE,11,7,1,8,15,105,92,,5.8,8878,493,21.2%,23,10,4,5,5,1.28,0.56,0.28,0.22,19.8%,8144,6034,1669,441,452,19.6%,0.83,75%,2,0,0,0,0,2150,-11,479,0,0,1531,1531,10241,0,15420,605,9,299,16021,16,6,15,0,400
Zeka,Gragas,MID,12,1,1,9,10,150,0,,8.3,7208,400,17.2%,14,5,3,2,2,0.78,0.28,0.11,0.17,12.1%,7734,416,7318,0,430,18.6%,0.56,50%,,0,0,0,0,1202,1,974,1,0,693,693,6313,0,8280,0,20,337,12253,0,4,17,0,50
Viper,Caitlyn,ADC,11,6,0,6,Perfect KDA,173,0,,9.6,10067,559,24%,12,7,3,1,1,0.67,0.39,0.06,0.17,10.3%,9698,8721,977,0,539,23.4%,0.67,60%,,0,0,0,0,3587,48,1289,2,0,10645,10645,2197,328,2698,0,11,26,4842,0,5,16,0,0
Life,Lux,SUPPORT,8,2,2,10,6,7,0,,0.4,6239,347,14.9%,49,22,4,7,7,2.72,1.22,0.39,0.22,42.2%,4996,454,4278,264,278,12%,0.67,60%,,0,0,0,0,1597,-5,550,1,0,1436,1436,338,0,2088,1135,18,80,4671,10,9,17,0,150
Kiin,Gangplank,TOP,18,7,3,7,4.7,341,16,,9,18327,482,23.6%,43,17,6,9,9,1.13,0.45,0.24,0.16,10%,34313,20382,7457,6474,902,33.6%,0.37,58.3%,2,0,0,0,0,1667,32,964,1,0,4277,4277,9403,0,20796,0,17,392,30075,135,11,39,0,450
Cuzz,Vi,JUNGLE,17,2,2,11,6.5,202,172,,5.3,12228,321,15.8%,82,19,22,17,17,2.16,0.5,0.45,0.58,19%,9959,9175,0,784,262,9.8%,0.34,54.2%,,0,0,0,0,-315,-18,-295,0,0,656,656,17137,1841,53899,0,31,312,31242,46,18,38,0,0
Bdd,Azir,MID,18,9,0,4,Perfect KDA,349,24,,9.2,18067,475,23.3%,80,26,6,10,10,2.1,0.68,0.26,0.16,18.5%,29850,109,29516,225,784,29.2%,0.34,54.2%,2,1,0,0,0,287,-4,-237,0,0,5555,5555,2524,0,14524,0,17,315,14769,0,13,33,250,0
Aiming,Zeri,ADC,18,6,2,6,6,425,46,,11.2,20041,527,25.8%,98,15,31,3,3,2.58,0.39,0.08,0.81,22.7%,20866,13487,7193,186,548,20.4%,0.32,50%,1,0,0,0,0,211,13,993,1,0,11041,11041,7450,0,32828,0,6,227,20026,64,8,28,0,600
Lehends,Annie,SUPPORT,14,0,3,12,4,17,0,,0.4,8961,236,11.5%,129,78,10,26,26,3.39,2.05,0.68,0.26,29.9%,7099,547,6552,0,187,7%,0.32,50%,,0,0,0,0,-870,-2,-443,0,0,589,589,4038,1681,6307,8066,18,63,11514,75,28,43,0,0
Doran,Gnar,TOP,16,1,7,2,0.4,262,12,,6.9,11939,314,18.8%,56,15,17,11,10,1.47,0.39,0.29,0.45,17.6%,13597,12229,1368,0,357,17.8%,0.08,30%,1,0,0,0,0,-1667,-32,-964,-1,0,268,268,4618,0,37835,0,30,547,35618,229,13,37,0,0
Peanut,Wukong,JUNGLE,15,2,5,2,0.8,179,131,,4.7,11706,308,18.5%,56,13,16,10,9,1.47,0.34,0.26,0.42,17.6%,10420,9083,862,475,274,13.6%,0.11,40%,,0,0,0,0,315,18,295,0,0,1066,1066,14674,0,33677,0,11,130,37297,149,11,30,650,0
Chovy,Taliyah,MID,17,3,5,3,1.2,300,8,,7.9,13863,364,21.9%,49,21,13,8,7,1.29,0.55,0.21,0.34,15.4%,19842,584,18254,1004,521,26%,0.16,60%,1,0,0,0,0,-287,4,237,0,0,223,223,1947,0,16270,0,23,520,20430,155,10,35,0,150
Peyz,Ezreal,ADC,18,2,2,3,2.5,435,44,,11.4,16893,444,26.6%,29,14,8,4,4,0.76,0.37,0.11,0.21,9.1%,25914,17297,8202,415,681,33.9%,0.13,50%,,0,0,0,0,-211,-13,-993,-1,0,2803,2803,10868,0,13391,0,4,120,20452,30,7,30,250,100
Delight,Karma,SUPPORT,12,2,5,4,1.2,23,0,,0.6,8998,236,14.2%,128,75,13,17,15,3.36,1.97,0.45,0.34,40.3%,6650,485,5104,1061,175,8.7%,0.16,60%,,0,0,0,0,870,2,443,0,0,1052,1052,423,0,10164,4699,11,122,14287,161,20,36,150,0
Doran,K,TOP,17,2,0,8,Perfect KDA,256,4,,8.8,11625,401,20.9%,30,14,4,7,7,1.04,0.48,0.24,0.14,11.2%,9445,8093,951,401,326,17.2%,0.35,55.6%,1,0,0,0,0,140,1,-366,0,0,2305,2305,3008,0,22927,1048,17,4093,15049,0,8,33,50,0
Peanut,Vi,JUNGLE,14,1,3,11,4,151,124,,5.2,9547,330,17.2%,63,10,17,8,8,2.17,0.35,0.28,0.59,23.6%,5328,5157,0,171,184,9.7%,0.41,66.7%,,0,0,0,0,-58,-6,166,0,0,1855,1855,11383,0,27108,0,12,172,21722,65,9,22,0,0
Chovy,Taliyah,MID,15,4,0,9,Perfect KDA,254,16,,8.8,12428,429,22.3%,42,11,13,1,1,1.45,0.38,0.03,0.45,15.7%,13012,1033,11282,697,449,23.6%,0.45,72.2%,,0,0,0,0,62,-4,-324,0,0,5491,5491,1283,0,5548,0,19,420,7237,0,3,22,50,0
Peyz,Caitlyn,ADC,15,11,2,3,7,240,16,,8.3,13989,483,25.1%,40,16,9,8,7,1.38,0.55,0.28,0.31,15%,18179,17035,1116,28,628,33%,0.48,77.8%,2,4,0,0,0,2197,2,537,0,0,10603,10603,4197,0,14712,0,9,68,10827,51,9,26,150,500
Delight,Lux,SUPPORT,12,0,2,15,7.5,35,0,,1.2,8060,278,14.5%,92,41,11,9,8,3.18,1.42,0.31,0.38,34.5%,9060,669,8027,364,313,16.5%,0.52,83.3%,,0,0,0,0,723,-10,38,0,0,1397,1397,768,0,5754,2068,24,174,8988,28,11,26,0,0
Kiin,Camille,TOP,16,0,2,0,0,260,9,,9,10299,356,22.4%,33,10,5,4,3,1.14,0.35,0.14,0.17,13.3%,9407,5749,734,2924,325,19.4%,0,0%,,0,0,0,0,-140,-1,366,0,0,3149,3149,5634,0,15787,0,12,248,17889,44,5,26,0,50
Cuzz,Lee Sin,JUNGLE,12,2,7,2,0.6,138,130,,4.8,7932,274,17.3%,39,20,6,12,10,1.35,0.69,0.41,0.21,15.7%,4879,4176,641,62,168,10.1%,0.14,57.1%,,1,0,0,0,58,6,-166,0,0,0,0,10212,0,23710,100,6,531,26996,230,13,27,0,50
Bdd,LeBlanc,MID,14,4,2,0,2,227,0,,7.8,10725,370,23.4%,55,17,9,4,4,1.9,0.59,0.14,0.31,22.2%,14118,816,13302,0,487,29.2%,0.14,57.1%,1,0,0,0,0,-62,4,324,0,0,1769,1769,2387,0,9483,0,11,29,13635,32,4,26,500,100
Aiming,Varus,ADC,14,1,2,3,2,252,4,,8.7,10696,369,23.3%,39,12,11,3,3,1.35,0.41,0.1,0.38,15.7%,17269,14270,2999,0,596,35.7%,0.14,57.1%,,0,0,0,0,-2197,-2,-537,0,0,2803,2803,272,0,4520,0,22,357,7902,21,6,22,0,50
Lehends,Leona,SUPPORT,10,0,5,4,0.8,33,0,,1.1,6268,216,13.6%,82,44,9,12,10,2.83,1.52,0.41,0.31,33.1%,2734,727,1164,843,94,5.6%,0.14,57.1%,,0,0,0,0,-723,10,-38,0,0,314,314,712,365,15141,0,25,130,13237,119,14,27,0,0
Doran,K,TOP,17,1,2,2,1.5,289,4,,7.8,12472,338,21%,43,15,13,11,10,1.16,0.41,0.3,0.35,13.2%,11532,9564,1509,459,312,20.3%,0.08,50%,,0,0,0,0,630,2,128,0,0,1452,1452,5768,0,43917,1622,24,4463,22861,38,13,33,0,0
Peanut,Wukong,JUNGLE,15,0,3,3,1,195,167,,5.3,10237,277,17.2%,68,12,18,9,9,1.84,0.32,0.24,0.49,20.9%,7495,6163,897,435,203,13.2%,0.08,50%,,0,0,0,0,629,-2,183,0,0,0,0,11658,0,29603,0,11,102,24626,70,10,33,0,0
Chovy,Akali,MID,18,0,3,1,0.3,360,13,,9.7,13687,371,23%,36,9,7,8,6,0.97,0.24,0.22,0.19,11.1%,9202,573,8629,0,249,16.2%,0.03,16.7%,,0,0,0,0,-455,8,263,0,0,1501,1501,5655,0,21584,0,2,130,25229,86,10,30,0,150
Peyz,Caitlyn,ADC,17,3,2,1,2,369,43,,10,14743,399,24.8%,40,12,11,5,4,1.08,0.32,0.14,0.3,12.3%,12871,12003,152,716,348,22.7%,0.11,66.7%,,0,0,0,0,563,-10,12,0,0,0,0,3264,0,12198,0,7,150,11262,37,6,23,0,450
Delight,Heimerdinger,SUPPORT,11,2,4,3,1.3,37,1,,1,8382,227,14.1%,138,61,17,14,12,3.74,1.65,0.38,0.46,42.5%,15593,467,14100,1026,422,27.5%,0.14,83.3%,,0,0,0,0,1032,-5,710,1,0,0,0,2230,0,5407,0,28,343,15776,104,16,30,0,150
Kiin,Renekton,TOP,18,3,2,8,5.5,306,14,,8.3,14853,402,22%,44,18,9,10,9,1.19,0.49,0.27,0.24,13.5%,15290,11782,3508,0,414,20.6%,0.3,78.6%,,0,0,0,0,-630,-2,-128,0,0,7274,7274,11042,0,28402,0,20,93,31074,86,11,38,250,0
Cuzz,Vi,JUNGLE,17,4,0,9,Perfect KDA,240,191,,6.5,13437,364,19.9%,63,12,13,10,10,1.71,0.32,0.27,0.35,19.4%,12911,11696,96,1119,350,17.4%,0.35,92.9%,1,1,0,0,0,-629,2,-183,0,0,3010,3010,12502,0,38854,0,25,432,21278,0,12,30,50,0
Bdd,Twisted Fate,MID,18,5,0,5,Perfect KDA,279,0,,7.6,15697,425,23.3%,38,6,6,4,4,1.03,0.16,0.11,0.16,11.7%,15626,1667,13709,250,423,21%,0.27,71.4%,,2,0,0,0,455,-8,-263,0,0,6761,6761,3722,0,5977,0,35,247,10407,0,6,26,350,0
Aiming,Varus,ADC,17,2,1,8,10,346,13,,9.4,15362,416,22.8%,57,21,14,8,8,1.54,0.57,0.22,0.38,17.5%,26885,22047,4362,476,728,36.2%,0.27,71.4%,,0,0,0,0,-563,10,-12,0,0,4259,4259,1674,500,4898,0,24,511,8388,35,11,31,100,0
Lehends,Leona,SUPPORT,14,0,3,8,2.7,35,0,,0.9,8060,218,12%,123,79,12,22,20,3.33,2.14,0.6,0.32,37.8%,3571,674,2307,590,97,4.8%,0.22,57.1%,,0,0,0,0,-1032,5,-710,-1,0,347,347,1889,804,14050,0,28,244,14721,40,25,36,0,0
Rascal,K,TOP,14,0,2,3,1.5,209,0,,7.7,8391,309,20.3%,29,11,4,6,5,1.07,0.41,0.22,0.15,14.3%,10340,9053,826,461,381,21.1%,0.11,75%,,0,0,0,0,-1627,-21,-744,0,0,1044,1044,1402,0,29315,28,28,2613,21350,88,7,21,0,0
Juhan,Viego,JUNGLE,13,0,4,4,1,167,136,,6.2,7733,285,18.7%,45,10,9,12,8,1.66,0.37,0.44,0.33,22.2%,6882,4862,1324,696,254,14%,0.15,100%,,0,0,0,0,-155,11,381,0,0,903,903,11179,0,14393,0,4,166,21991,110,10,24,0,0
FATE,Gragas,MID,15,2,3,2,1.3,216,4,,8,9471,349,22.9%,21,7,3,5,4,0.77,0.26,0.18,0.11,10.3%,12340,386,11602,352,455,25.2%,0.15,100%,,0,0,0,0,-509,-15,-238,0,0,0,0,8995,0,15952,0,22,412,19362,77,7,21,700,0
deokdam,Caitlyn,ADC,13,2,1,2,4,224,4,,8.3,9985,368,24.1%,23,11,4,3,2,0.85,0.41,0.11,0.15,11.3%,13347,11992,967,388,492,27.2%,0.15,100%,,1,0,0,0,-701,-20,-465,-1,0,2438,2438,5016,0,11260,0,11,78,14177,39,6,25,300,0
BeryL,Lux,SUPPORT,11,0,4,4,1,34,0,,1.3,5857,216,14.1%,85,29,20,14,12,3.13,1.07,0.52,0.74,41.9%,6137,313,5824,0,226,12.5%,0.15,100%,,0,0,0,0,-507,9,569,1,0,594,594,1063,398,7724,2053,25,219,12318,116,16,29,0,0
Canna,Renekton,TOP,16,1,1,6,7,259,8,,9.6,12277,453,22.9%,25,10,3,6,5,0.92,0.37,0.22,0.11,12%,13349,10522,2827,0,492,19.2%,0.26,50%,,0,0,0,0,1627,21,744,0,0,10780,10780,14065,0,22073,0,17,45,25395,52,7,21,0,250
Canyon,Lee Sin,JUNGLE,14,4,1,6,10,169,152,,6.2,10646,393,19.9%,50,18,8,11,9,1.84,0.66,0.41,0.3,24%,7259,6217,727,315,268,10.4%,0.37,71.4%,,1,0,0,0,155,-11,-381,0,0,700,700,15305,0,27309,532,7,439,23768,0,13,32,0,150
ShowMaker,LeBlanc,MID,16,3,1,4,7,244,8,,9,11330,418,21.1%,26,9,3,8,7,0.96,0.33,0.3,0.11,12.5%,18633,1214,16766,653,687,26.8%,0.26,50%,1,0,0,0,0,509,15,238,0,0,2159,2159,1397,0,7274,0,11,46,12149,49,11,25,0,450
