Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost
Canyon,Maokai,JUNGLE,16,1,0,6,Perfect KDA,215,184,,5.6,13166,345,17.9%,69,10,16,8,7,1.81,0.26,0.21,0.42,18.3%,21247,633,17095,3519,556,23.3%,0.18,63.6%,,0,0,0,0,747,-10,29,0,0,237,237,15922,1957,54481,0,41,658,39255,0,10,23,0,0
ShowMaker,Azir,MID,18,4,0,4,Perfect KDA,371,28,,9.7,16287,426,22.1%,68,22,16,10,10,1.78,0.58,0.26,0.42,18%,23917,296,21854,1767,626,26.2%,0.21,72.7%,,0,0,0,0,-488,-11,-25,0,0,4706,4706,3204,0,11987,0,10,334,13958,0,12,32,0,0
Deft,Caitlyn,ADC,17,4,0,6,Perfect KDA,356,31,,9.3,17738,464,24.1%,55,14,15,3,2,1.44,0.37,0.08,0.39,14.6%,22589,20878,1204,507,591,24.7%,0.26,90.9%,,0,1,0,0,812,9,-533,-1,0,14839,14839,4682,683,8756,0,18,99,15533,0,6,28,0,0
Kellin,Lux,SUPPORT,15,1,1,10,11,57,0,,1.5,10837,284,14.7%,129,63,20,17,18,3.38,1.65,0.45,0.52,34.2%,12559,937,10922,700,329,13.8%,0.29,100%,,0,0,0,0,837,15,757,1,0,1042,1042,2000,384,9786,5621,27,291,9007,28,21,35,50,0
kingen,K,TOP,18,0,3,0,0,309,9,,8.1,13444,352,22%,46,15,11,13,13,1.2,0.39,0.34,0.29,14.4%,6792,5100,1574,118,178,10%,0,0%,,0,0,0,0,-317,-12,-279,0,0,7944,7944,2134,0,37969,311,10,550,24666,96,14,29,0,0
Clid,Sejuani,JUNGLE,14,0,4,0,0,181,151,,4.7,9873,258,16.2%,76,11,23,11,9,1.99,0.29,0.29,0.6,23.8%,6814,2768,3645,401,178,10%,0,0%,,0,0,0,0,-747,10,-29,0,0,0,0,3805,2809,54800,0,17,381,36184,157,12,29,0,0
Zeka,Corki,MID,18,0,1,0,0,392,16,,10.3,15412,403,25.2%,48,20,12,9,8,1.26,0.52,0.24,0.31,15%,25903,3535,21276,1092,678,38.1%,0,0%,,0,0,0,0,488,11,25,0,0,1676,1676,1668,0,16902,0,0,210,18246,49,13,39,0,100
Viper,Lucian,ADC,16,1,2,0,0.5,360,20,,9.4,14901,390,24.4%,54,21,16,8,8,1.41,0.55,0.21,0.42,16.9%,24279,17194,6322,763,636,35.7%,0.03,100%,,0,0,0,0,-812,-9,533,1,0,1669,1669,619,0,12719,0,0,55,23238,41,11,29,0,50
Life,Nami,SUPPORT,13,0,1,1,1,12,0,,0.3,7499,196,12.3%,96,66,9,16,14,2.51,1.73,0.42,0.24,30%,4269,403,3866,0,112,6.3%,0.03,100%,,0,0,0,0,-837,-15,-757,-1,0,47,47,14947,10485,7465,1823,22,204,14241,35,18,34,0,0
kingen,Gragas,TOP,16,0,2,2,1,238,8,,7.3,9908,305,20.1%,27,14,2,10,9,0.83,0.43,0.31,0.06,9.5%,18803,5212,13591,0,579,30%,0.06,66.7%,,0,0,0,0,-812,-22,-309,0,0,2028,2028,17327,0,46913,0,48,3240,36791,99,13,30,0,0
Clid,Sejuani,JUNGLE,14,0,2,2,1,161,131,,5,8431,260,17.1%,50,12,13,13,11,1.54,0.37,0.4,0.4,17.5%,5526,2696,2604,226,170,8.8%,0.06,66.7%,,0,0,0,0,-850,-11,160,0,0,0,0,3405,1844,35526,0,13,310,27225,86,14,31,0,0
Zeka,Azir,MID,16,3,1,0,3,306,17,,9.4,11790,363,23.9%,45,14,13,7,7,1.39,0.43,0.22,0.4,15.8%,18743,375,18368,0,577,29.9%,0.09,100%,,0,0,0,0,396,10,407,0,0,26,26,3312,0,15536,0,12,289,24006,12,9,24,50,0
Viper,Zeri,ADC,16,0,2,1,0.5,372,52,,11.5,12879,397,26.1%,59,14,22,6,5,1.82,0.43,0.18,0.68,20.7%,14881,10548,4017,316,458,23.7%,0.03,33.3%,,0,0,0,0,-380,-5,-115,0,0,86,86,920,0,21460,0,6,226,18748,64,10,29,0,150
Life,Lulu,SUPPORT,12,0,2,2,1,13,0,,0.4,6316,195,12.8%,104,55,10,12,10,3.2,1.69,0.37,0.31,36.5%,4754,1045,3709,0,146,7.6%,0.06,66.7%,,0,0,0,0,-226,5,-124,-1,0,38,38,2226,801,5439,5777,19,208,10127,70,14,28,0,0
Canna,Renekton,TOP,18,3,0,1,Perfect KDA,311,10,,9.6,14409,444,23.7%,28,11,4,6,5,0.86,0.34,0.18,0.12,9.8%,18571,17259,1312,0,572,21.4%,0.12,44.4%,,0,0,0,0,812,22,309,0,0,12302,12302,19586,0,33326,0,31,57,35316,0,9,24,0,0
Canyon,Wukong,JUNGLE,15,2,0,4,Perfect KDA,200,169,,6.2,11762,362,19.3%,81,15,24,14,13,2.49,0.46,0.43,0.74,28.3%,7026,6209,560,257,216,8.1%,0.18,66.7%,,0,0,0,0,850,11,-160,0,0,4507,4507,4263,0,25680,0,6,151,26723,0,15,29,0,0
ShowMaker,Viktor,MID,16,0,3,5,1.7,270,16,,8.3,11497,354,18.9%,36,16,8,10,9,1.11,0.49,0.31,0.25,12.6%,28199,277,27922,0,869,32.5%,0.15,55.6%,,0,0,0,0,-396,-10,-407,0,0,426,426,1869,0,21672,0,18,259,17809,117,10,28,0,50
Deft,Lucian,ADC,16,3,0,3,Perfect KDA,323,12,,9.9,15222,469,25%,53,15,15,5,4,1.63,0.46,0.15,0.46,18.5%,25889,17007,7552,1330,797,29.8%,0.18,66.7%,,1,0,0,0,380,5,115,0,0,3054,3054,1514,0,8293,0,2,68,13416,0,8,28,150,0
Kellin,Nami,SUPPORT,13,1,0,7,Perfect KDA,7,0,,0.2,8010,247,13.2%,88,57,4,18,18,2.71,1.76,0.55,0.12,30.8%,7150,854,6296,0,220,8.2%,0.25,88.9%,,0,0,0,0,226,-5,124,1,0,670,670,10434,7877,3217,2000,22,125,6875,0,20,34,0,0
Kiin,Camille,TOP,14,0,3,1,0.3,216,0,,7.8,8962,324,20.8%,33,12,7,8,7,1.19,0.43,0.29,0.25,14.9%,7607,5383,1002,1222,275,25.6%,0.04,33.3%,,0,0,0,0,-127,1,329,1,0,2521,2521,2722,0,18446,0,14,164,16705,49,9,26,0,0
Cuzz,Wukong,JUNGLE,12,1,3,1,0.7,149,118,,5.4,8054,291,18.7%,57,8,18,9,6,2.06,0.29,0.33,0.65,25.8%,4069,3119,715,235,147,13.7%,0.07,66.7%,,0,0,0,0,-952,-7,-107,0,0,1643,1643,615,0,12601,0,4,106,18466,41,10,25,0,0
Bdd,Ryze,MID,15,1,2,2,1.5,232,4,,8.4,9221,333,21.4%,23,11,3,8,8,0.83,0.4,0.29,0.11,10.4%,6910,732,6178,0,250,23.3%,0.11,100%,,0,0,0,0,-1118,-33,-884,0,0,919,919,2842,0,10567,0,14,75,18025,67,8,26,0,0
Aiming,Lucian,ADC,14,1,4,1,0.5,278,8,,10,11193,405,26%,33,14,8,5,5,1.19,0.51,0.18,0.29,14.9%,7668,3909,2892,867,277,25.8%,0.07,66.7%,,0,0,0,0,-126,14,790,1,0,724,724,173,0,5821,0,0,30,10802,60,8,24,200,0
Lehends,Nami,SUPPORT,10,0,1,2,2,22,0,,0.8,5675,205,13.2%,75,37,10,10,8,2.71,1.34,0.36,0.36,33.9%,3458,720,2738,0,125,11.6%,0.07,66.7%,,0,0,0,0,-560,10,325,1,0,303,303,4681,2860,3266,1090,11,175,7212,35,14,25,0,0
Doran,Gnar,TOP,16,2,1,3,5,217,19,,7.8,10772,389,19.9%,29,10,5,6,5,1.05,0.36,0.22,0.18,12.5%,12324,10298,1982,44,445,24%,0.18,38.5%,1,0,0,0,0,127,-1,-329,-1,0,5023,5023,4687,0,16056,0,24,364,17606,30,7,22,0,0
Peanut,Vi,JUNGLE,13,2,1,6,8,156,140,,5.6,9621,348,17.8%,41,11,10,9,9,1.48,0.4,0.33,0.36,17.7%,4866,4248,224,394,176,9.5%,0.29,61.5%,,0,0,0,0,952,7,107,0,0,880,880,1498,912,25619,0,13,217,15445,16,10,24,0,0
Chovy,Viktor,MID,16,3,1,6,9,252,4,,9.1,12102,437,22.4%,40,16,7,6,6,1.45,0.58,0.22,0.25,17.2%,16738,779,15788,171,605,32.6%,0.33,69.2%,,0,0,0,0,1118,33,884,0,0,5004,5004,80,0,8999,0,13,231,8686,37,6,28,0,200
Peyz,Zeri,ADC,15,5,0,3,Perfect KDA,322,43,,11.6,13954,504,25.8%,49,10,22,2,2,1.77,0.36,0.07,0.8,21.1%,12904,8342,3872,690,466,25.1%,0.29,61.5%,,0,1,0,0,126,-14,-790,-1,0,5816,5816,922,136,11137,0,5,185,9669,0,5,20,0,0
Delight,Lulu,SUPPORT,12,1,0,10,Perfect KDA,8,0,,0.3,7595,275,14.1%,73,43,3,11,11,2.64,1.55,0.4,0.11,31.5%,4508,863,3309,336,163,8.8%,0.4,84.6%,,0,0,0,0,560,-10,-325,-1,0,1311,1311,0,0,1320,2610,17,164,3112,0,13,27,0,0
Doran,Camille,TOP,16,1,3,2,1,251,4,,7.7,11676,358,22.3%,36,9,4,6,5,1.1,0.28,0.18,0.12,13.7%,16648,9200,1487,5961,511,28.4%,0.09,75%,,0,0,0,0,548,5,914,0,0,4064,4064,6948,0,29325,0,19,227,26555,119,7,22,0,50
Peanut,Wukong,JUNGLE,14,1,2,2,1.5,183,149,,5.6,9919,304,18.9%,59,4,21,3,3,1.81,0.12,0.09,0.64,22.4%,9221,7462,1323,436,283,15.7%,0.09,75%,1,0,0,0,0,73,0,-174,0,0,0,0,2603,0,24816,0,8,150,26875,69,4,19,0,0
Chovy,Ryze,MID,17,0,2,1,0.5,311,12,,9.5,11716,359,22.4%,65,19,8,7,7,1.99,0.58,0.21,0.25,24.7%,15025,1804,13221,0,461,25.6%,0.03,25%,,0,0,0,0,428,9,458,0,0,542,542,4350,0,17367,0,17,72,16833,45,9,33,0,250
Peyz,Lucian,ADC,15,1,2,0,0.5,339,37,,10.4,12750,391,24.3%,34,12,12,3,3,1.04,0.37,0.09,0.37,12.9%,12483,9820,1628,1035,383,21.3%,0.03,25%,,0,0,0,0,423,8,-1158,-1,0,414,414,1075,0,7295,0,1,105,11333,88,4,19,0,300
Delight,Yuumi,SUPPORT,11,1,2,1,1,2,1,,0.1,6343,195,12.1%,69,34,1,8,7,2.12,1.04,0.25,0.03,26.2%,5287,373,4914,0,162,9%,0.06,50%,,0,0,0,0,-369,-9,413,1,0,116,116,4377,3746,3914,1395,10,21,5010,71,11,25,0,0
Kiin,Gnar,TOP,17,0,1,8,8,278,12,,8.5,12200,374,20.7%,36,15,7,8,8,1.1,0.46,0.25,0.21,15.7%,14308,11738,2493,77,439,24%,0.25,72.7%,,0,0,0,0,-548,-5,-914,0,0,6796,6796,6138,0,23292,0,21,443,22315,32,9,26,0,0
Cuzz,Sejuani,JUNGLE,15,2,1,7,9,159,120,,4.9,10171,312,17.3%,49,6,9,5,5,1.5,0.18,0.15,0.28,21.4%,11385,4626,5383,1376,349,19.1%,0.28,81.8%,,0,0,0,0,-73,0,174,0,0,1404,1404,2635,2193,42700,0,27,308,30765,33,6,21,50,0
Bdd,Kassadin,MID,18,3,2,6,4.5,289,4,,8.9,12918,396,21.9%,27,5,5,2,2,0.83,0.15,0.06,0.15,11.8%,18206,1430,16139,637,558,30.6%,0.28,81.8%,,0,0,0,0,-428,-9,-458,0,0,4028,4028,4105,0,17782,0,17,198,22462,90,3,21,100,0
Aiming,Draven,ADC,16,5,0,4,Perfect KDA,301,22,,9.2,16037,492,27.2%,46,17,6,9,8,1.41,0.52,0.28,0.18,20.1%,11198,10130,771,297,343,18.8%,0.28,81.8%,,1,0,0,0,-423,-8,1158,1,0,4059,4059,1856,783,16554,0,4,94,10457,0,13,30,450,0
Lehends,Nami,SUPPORT,13,1,0,10,Perfect KDA,18,0,,0.6,7636,234,13%,71,44,11,12,12,2.18,1.35,0.37,0.34,31%,4434,749,3565,120,136,7.4%,0.34,100%,,0,0,0,0,369,9,-413,-1,0,1490,1490,7113,5083,3155,1729,12,109,6151,0,14,26,0,0
Kiin,Jayce,TOP,18,4,2,6,5,353,20,,8,18155,409,23%,47,19,10,14,13,1.06,0.43,0.32,0.23,11.7%,37752,33675,4077,0,851,30.9%,0.23,76.9%,1,1,0,0,0,133,-2,-576,0,0,14712,14712,4105,0,25251,0,13,282,17977,66,17,41,500,250
Cuzz,Sejuani,JUNGLE,17,1,2,8,4.5,209,156,,4.7,13493,304,17.1%,73,17,16,13,13,1.65,0.38,0.29,0.36,18.2%,11339,5536,4902,901,256,9.3%,0.2,69.2%,,0,0,0,0,15,-16,-496,0,0,953,953,7706,4731,98339,0,26,349,56977,86,18,35,0,0
Bdd,Azir,MID,18,5,1,5,10,368,13,,8.3,17573,396,22.3%,70,26,9,10,10,1.58,0.59,0.23,0.2,17.5%,37614,1202,36412,0,848,30.8%,0.23,76.9%,,1,0,0,0,264,5,262,0,0,3264,3264,2572,0,18325,0,15,311,20172,53,12,32,350,200
Aiming,Zeri,ADC,18,3,0,8,Perfect KDA,471,66,,10.6,20458,461,25.9%,88,17,24,5,5,1.98,0.38,0.11,0.54,21.9%,32044,22048,7672,2324,723,26.2%,0.25,84.6%,,1,0,0,0,30,-18,-637,0,0,3960,3960,4339,1287,34994,0,21,309,21811,0,6,33,300,0
Lehends,Lulu,SUPPORT,15,0,2,8,4,20,4,,0.5,9277,209,11.7%,123,75,13,20,23,2.77,1.69,0.45,0.29,30.7%,3400,676,2724,0,77,2.8%,0.18,61.5%,,0,0,0,0,97,2,-229,-1,0,662,662,741,0,9223,8454,26,210,12615,73,28,41,0,0
Doran,Gnar,TOP,18,3,3,2,1.7,366,36,,8.3,17089,385,22.6%,64,18,20,14,14,1.44,0.41,0.32,0.45,15.6%,13166,11543,1623,0,297,13.4%,0.11,71.4%,,1,0,0,0,-133,2,576,0,0,5834,5834,8717,0,54911,0,30,715,38878,80,17,34,250,200
Peanut,Wukong,JUNGLE,16,0,3,3,1,238,207,,5.4,12416,280,16.4%,88,16,25,15,14,1.98,0.36,0.34,0.56,21.5%,11163,8467,1885,811,252,11.4%,0.07,42.9%,,0,0,0,0,-15,16,496,0,0,334,334,4597,0,53065,0,13,218,37088,104,17,31,0,0
Chovy,Sylas,MID,18,2,4,4,1.5,357,8,,8,16538,373,21.9%,60,12,15,12,10,1.35,0.27,0.27,0.34,14.6%,20221,232,19262,727,456,20.6%,0.14,85.7%,,0,0,0,0,-264,-5,-262,0,0,2205,2205,10502,0,33107,0,21,538,39701,157,14,36,200,100
Peyz,Lucian,ADC,18,2,2,2,2,456,36,,10.3,20588,464,27.2%,62,19,15,5,5,1.4,0.43,0.11,0.34,15.1%,47280,30848,13732,2700,1066,48.3%,0.09,57.1%,,0,0,0,0,-30,18,637,0,0,4064,4064,2666,0,19655,0,5,98,26921,51,10,30,0,850
Delight,Nami,SUPPORT,14,0,1,4,4,19,0,,0.4,8946,202,11.8%,136,70,14,19,17,3.07,1.58,0.43,0.32,33.2%,6117,433,5684,0,138,6.2%,0.09,57.1%,,0,0,0,0,-97,-2,229,1,0,119,119,14403,11262,6155,2651,31,219,10069,39,24,40,0,0
DuDu,Fiora,TOP,17,4,0,3,Perfect KDA,294,28,,9.8,14459,481,25.1%,32,8,6,3,3,1.07,0.27,0.1,0.2,12.4%,20449,14042,2154,4253,681,29.1%,0.23,70%,1,0,1,0,0,1469,23,614,1,0,11298,11298,6400,2460,15109,0,4,108,15491,0,6,24,0,0
YoungJae,Maokai,JUNGLE,14,3,1,5,8,164,143,,5.5,11659,388,20.2%,47,12,9,10,10,1.56,0.4,0.33,0.3,18.2%,19292,469,15765,3058,642,27.4%,0.27,80%,,0,0,0,0,236,-10,-309,0,0,195,195,7598,1278,21281,0,32,512,25999,33,11,26,0,0
Bulldog,Azir,MID,16,1,3,4,1.7,267,12,,8.9,11344,378,19.7%,32,13,6,5,5,1.07,0.43,0.17,0.2,12.4%,17770,331,16659,780,592,25.3%,0.17,50%,,0,0,0,0,-411,-14,-705,0,0,3594,3594,353,0,9063,0,9,201,15016,109,8,27,0,50
Taeyoon,Zeri,ADC,14,1,1,3,4,340,31,,11.3,12722,424,22.1%,46,13,17,6,4,1.53,0.43,0.2,0.57,17.8%,8737,5668,2702,367,291,12.4%,0.13,40%,,0,0,0,0,906,25,407,0,0,6648,6648,523,0,15020,0,5,182,13503,47,9,26,0,400
Jun,Lulu,SUPPORT,13,1,0,7,Perfect KDA,19,0,,0.6,7490,249,13%,101,44,11,12,12,3.36,1.47,0.4,0.37,39.1%,4042,472,3570,0,135,5.8%,0.27,80%,,0,0,0,0,416,3,429,0,0,1362,1362,1825,355,6274,6027,20,338,9959,0,14,31,0,0
DnDn,Jax,TOP,16,1,3,1,0.7,241,0,,8,10316,343,20.8%,20,13,2,6,5,0.67,0.43,0.2,0.07,10.2%,11010,5427,5583,0,367,23.7%,0.07,40%,,0,0,0,0,-1469,-23,-614,-1,0,0,0,1811,0,13455,0,14,96,19045,59,7,25,0,0
Sylvie,Vi,JUNGLE,14,1,2,2,1.5,182,159,,6.1,9409,313,19%,50,9,15,10,8,1.66,0.3,0.33,0.5,25.4%,4328,3230,645,453,144,9.3%,0.1,60%,,0,0,0,0,-236,10,309,0,0,0,0,2998,1816,42057,0,12,308,24219,27,12,28,0,0
FIESTA,Kassadin,MID,17,2,2,1,1.5,273,4,,9.1,11192,373,22.6%,35,8,10,7,6,1.17,0.27,0.23,0.33,17.8%,11121,786,10335,0,370,24%,0.1,60%,1,0,0,0,0,411,14,705,0,0,2304,2304,8476,0,21210,0,18,186,28621,94,8,25,50,0
Vital,Lucian,ADC,14,1,1,1,2,280,0,,9.3,12432,414,25.1%,38,14,12,4,4,1.27,0.47,0.13,0.4,19.3%,15972,7981,6899,1092,532,34.4%,0.07,40%,,0,0,0,0,-906,-25,-407,0,0,75,75,195,0,7544,0,2,16,14472,47,7,22,400,0
Peter,Nami,SUPPORT,12,0,2,3,1.5,10,0,,0.3,6145,205,12.4%,54,36,5,11,11,1.8,1.2,0.37,0.17,27.4%,3965,243,3722,0,132,8.5%,0.1,60%,,0,0,0,0,-416,-3,-429,0,0,110,110,8538,6336,4013,2009,14,161,8434,28,13,27,0,0
DnDn,Sion,TOP,13,0,3,1,0.3,179,0,,7.5,7081,298,20.1%,21,7,4,4,2,0.88,0.29,0.17,0.17,15%,9018,5543,3386,89,379,20.6%,0.04,33.3%,,0,0,0,0,-628,-5,519,0,0,350,350,1643,0,35361,0,23,331,24329,119,5,21,0,0
Sylvie,Maokai,JUNGLE,11,0,3,2,0.7,128,117,,5.4,6926,291,19.7%,21,7,4,7,5,0.88,0.29,0.29,0.17,15%,11404,369,9470,1565,479,26.1%,0.08,66.7%,,0,0,0,0,12,-5,-374,0,0,49,49,4154,0,15862,0,31,507,25292,64,8,20,0,0
FIESTA,Sylas,MID,12,0,3,2,0.7,175,0,,7.4,7694,323,21.8%,31,9,6,7,6,1.3,0.38,0.29,0.25,22.1%,8388,0,8194,194,352,19.2%,0.08,66.7%,,0,0,0,0,-306,-7,-1101,-1,0,0,0,2014,0,12371,0,25,290,20558,67,8,23,0,0
Vital,Aphelios,ADC,12,2,4,0,0.5,194,14,,8.2,8273,348,23.5%,19,8,7,4,3,0.8,0.34,0.17,0.29,13.6%,12049,11106,727,216,506,27.6%,0.08,66.7%,,0,0,0,0,-748,-16,-44,0,0,2220,2220,1821,432,7161,0,10,122,10265,80,8,21,50,50
Peter,Nautilus,SUPPORT,9,1,3,2,1,29,0,,1.2,5270,221,15%,48,29,7,9,8,2.02,1.22,0.38,0.29,34.3%,2814,345,1864,605,118,6.4%,0.13,100%,,0,0,0,0,143,-6,-770,-1,0,0,0,226,241,11540,0,29,122,9071,82,11,23,0,0
DuDu,K,TOP,14,5,0,5,Perfect KDA,188,0,,7.9,10499,441,21.8%,13,4,3,2,1,0.55,0.17,0.08,0.13,6.8%,13410,10666,2095,649,563,19.3%,0.42,62.5%,,1,0,0,0,628,5,-519,0,0,4545,4545,4628,0,28701,738,29,441,18243,0,4,21,50,0
YoungJae,Sejuani,JUNGLE,13,0,0,11,Perfect KDA,143,124,,6,7899,332,16.4%,53,10,13,8,8,2.23,0.42,0.34,0.55,27.7%,8838,5027,2955,856,371,12.7%,0.46,68.8%,,0,0,0,0,-12,5,374,0,0,213,213,534,581,20884,0,21,305,24000,0,9,22,0,0
Bulldog,Azir,MID,15,2,1,11,13,217,4,,9.1,11289,474,23.4%,26,13,4,8,8,1.09,0.55,0.34,0.17,13.6%,17801,566,16789,446,748,25.7%,0.55,81.3%,,0,0,0,0,306,7,1101,1,0,7108,7108,1315,0,6810,0,12,192,10035,16,10,30,0,0
Taeyoon,Ezreal,ADC,13,7,1,7,14,216,10,,9.1,11609,488,24.1%,20,12,3,6,6,0.84,0.5,0.25,0.13,10.5%,24609,18391,5548,670,1034,35.5%,0.59,87.5%,,0,1,0,0,748,16,44,0,0,6507,6507,947,148,4988,0,3,37,9219,30,10,24,0,50
Jun,Braum,SUPPORT,11,2,1,10,12,34,0,,1.4,6948,292,14.4%,79,36,9,9,8,3.32,1.51,0.38,0.38,41.4%,4741,668,3733,340,199,6.8%,0.5,75%,,0,0,0,0,-143,6,770,1,0,640,640,1233,694,11916,926,21,98,10165,27,12,27,0,0
Rascal,Gnar,TOP,16,0,5,0,0,279,28,,8.9,10693,342,22%,42,11,10,6,6,1.34,0.35,0.19,0.32,15.4%,5902,5015,887,0,189,13.2%,0,0%,,0,0,0,0,-2271,-26,-2445,-2,0,3630,3630,2492,0,16800,0,11,388,21242,123,7,23,0,50
Croco,Vi,JUNGLE,13,1,2,3,2,155,139,,5,8788,281,18.1%,47,11,14,12,10,1.5,0.35,0.38,0.45,17.3%,6080,5233,0,847,194,13.6%,0.13,66.7%,,0,0,0,0,-410,-14,-245,-1,0,121,121,1113,262,38306,0,17,283,22954,40,13,29,0,0
FATE,LeBlanc,MID,15,4,1,0,4,240,0,,7.7,11260,360,23.1%,43,20,8,7,7,1.37,0.64,0.22,0.26,15.8%,20139,1701,18414,24,644,45.2%,0.13,66.7%,1,0,0,0,0,-239,-3,33,0,0,317,317,2868,0,9598,0,18,66,19119,0,7,21,750,250
deokdam,Zeri,ADC,14,1,1,2,3,293,20,,9.4,11496,367,23.6%,62,14,25,7,6,1.98,0.45,0.22,0.8,22.8%,8441,5054,3339,48,270,18.9%,0.1,50%,,0,0,0,0,-67,-8,59,0,0,608,608,2578,348,16112,0,3,127,18389,0,8,22,0,100
BeryL,Lulu,SUPPORT,11,0,3,4,1.3,17,0,,0.5,6448,206,13.2%,78,47,12,17,17,2.49,1.5,0.54,0.38,28.7%,4030,1016,2339,675,129,9%,0.13,66.7%,,0,0,0,0,-79,3,-550,0,0,51,51,1127,0,8076,4089,18,165,12425,74,21,34,0,0
Burdol,Jayce,TOP,17,7,1,2,9,310,34,,9.9,15919,509,27.9%,36,15,8,12,10,1.15,0.48,0.38,0.26,12.8%,23899,20208,3577,114,764,35.8%,0.29,75%,4,0,1,0,0,2271,26,2445,2,0,16220,16220,2160,0,10437,0,7,143,11803,48,13,40,350,650
Willer,Sejuani,JUNGLE,13,2,1,3,5,171,144,,5.5,10010,320,17.6%,71,20,21,18,18,2.27,0.64,0.58,0.67,25.3%,7076,3271,3243,562,226,10.6%,0.16,41.7%,,0,0,0,0,410,14,245,1,0,868,868,4745,1685,30985,0,18,407,30053,30,20,36,50,0
Clozer,Azir,MID,16,1,1,5,6,272,3,,8.7,11556,369,20.3%,39,28,6,8,8,1.25,0.9,0.26,0.19,13.9%,15354,1765,13453,136,491,23%,0.19,50%,,0,0,0,0,239,3,-33,0,0,2853,2853,2460,0,10244,0,9,240,15114,45,8,25,0,100
Envyy,Lucian,ADC,14,1,3,4,1.7,299,12,,9.6,12357,395,21.7%,56,15,22,5,5,1.79,0.48,0.16,0.7,19.9%,15582,10027,4368,1187,498,23.3%,0.16,41.7%,,0,0,0,0,67,8,-59,0,0,3266,3266,124,0,6841,0,0,95,14497,82,8,24,0,0
Kael,Nami,SUPPORT,12,1,0,7,Perfect KDA,7,0,,0.2,7126,228,12.5%,79,52,4,17,16,2.53,1.66,0.54,0.13,28.1%,4873,677,4077,119,156,7.3%,0.26,66.7%,,0,0,0,0,79,-3,550,0,0,720,720,8881,7746,2270,1602,16,143,4850,0,19,32,0,0
Rascal,Sion,TOP,16,2,0,6,Perfect KDA,262,4,,9.3,12240,436,21.8%,26,9,2,5,4,0.93,0.32,0.18,0.07,9.8%,14746,7549,7197,0,525,22.3%,0.28,53.3%,,1,0,0,0,-92,-16,-38,0,0,6177,6177,2185,0,54829,0,28,1380,21717,0,6,24,0,0
Croco,Maokai,JUNGLE,14,4,1,10,14,144,116,,5.1,10427,371,18.6%,44,9,14,7,7,1.57,0.32,0.25,0.5,16.6%,13217,604,11758,855,471,20%,0.5,93.3%,,0,0,0,0,194,-9,-101,0,0,104,104,10027,2669,18191,0,48,560,25326,14,8,22,50,0
FATE,Azir,MID,16,4,0,9,Perfect KDA,257,8,,9.2,12159,433,21.7%,54,20,12,4,4,1.92,0.71,0.14,0.43,20.4%,22238,634,21604,0,792,33.7%,0.46,86.7%,,0,0,0,0,-149,-2,-112,0,0,4361,4361,1728,0,8544,0,15,227,10270,0,6,25,0,0
deokdam,Zeri,ADC,15,5,1,7,12,255,15,,9.1,13474,480,24%,53,14,14,7,7,1.89,0.5,0.25,0.5,20%,13961,9398,4374,189,497,21.2%,0.43,80%,,0,1,0,0,586,-18,-619,0,0,8856,8856,1201,0,9469,0,4,80,10923,8,8,23,200,0
BeryL,Lulu,SUPPORT,13,0,0,14,Perfect KDA,50,4,,1.8,7745,276,13.8%,88,36,17,13,13,3.13,1.28,0.46,0.61,33.2%,1837,471,1366,0,65,2.8%,0.5,93.3%,,0,0,0,0,-246,10,867,1,0,456,456,1468,878,5713,2526,23,124,7313,0,15,32,0,0
Burdol,Yone,TOP,16,0,2,0,0,282,16,,10,10331,368,23.4%,30,10,3,4,3,1.07,0.36,0.14,0.11,14%,18427,10569,4982,2876,656,34.9%,0,0%,,0,0,0,0,92,16,38,0,0,769,769,1534,0,21092,0,24,207,20938,37,6,38,0,50
Willer,Elise,JUNGLE,13,0,2,1,0.5,169,144,,6,8055,287,18.2%,53,23,9,12,10,1.89,0.82,0.43,0.32,24.8%,11083,355,8954,1774,395,21%,0.04,50%,,0,0,0,0,-194,9,101,0,0,193,193,3100,0,11918,0,25,271,22292,40,13,24,0,0
Clozer,Jayce,MID,14,0,5,1,0.2,242,0,,8.6,9656,344,21.9%,29,10,7,4,3,1.03,0.36,0.14,0.25,13.6%,9618,9130,488,0,342,18.2%,0.04,50%,,0,0,0,0,149,2,112,0,0,2153,2153,1794,0,14676,0,4,61,19558,111,8,26,0,0
