Player,Champion,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Version,Date,Team,Result
ShowMaker,Annie,MID,14,1,4,3,1,229,4,6.7,10864,319,0.188,53,15,16,13,11,1.55,0.44,0.38,0.47,0.151,10937,845,9628,464,321,0.148,0.12,0.4,0,0,0,0,0,-1295,-30,-1038,-1,0,0,0,1068,0,11014,377,17,309,14300,109,15,32,0,0,13.14,8/5/2023,Dplus KIA,Lose
Deft,Varus,ADC,16,5,2,3,4,322,4,9.4,15188,445,0.263,92,43,21,7,7,2.7,1.26,0.21,0.62,0.261,38192,31924,5671,597,1120,0.516,0.23,0.8,0,0,0,1,0,-440,-13,-858,-1,0,1112,1112,4268,0,11125,0,41,555,18954,43,13,33,700,500,13.14,8/5/2023,Dplus KIA,Lose
kingen,Renekton,TOP,17,4,2,9,6.5,268,16,7.9,14596,428,0.215,54,15,15,9,9,1.58,0.44,0.26,0.44,0.148,13823,11165,2598,60,405,0.178,0.38,0.722,0,1,0,0,0,-324,-15,-694,-1,0,1977,1977,13047,0,25082,0,11,61,29475,66,10,30,100,0,13.14,8/5/2023,HLE,Win
Grizzly,Maokai,JUNGLE,15,1,3,13,4.7,195,173,5.7,11580,340,0.17,60,13,13,13,11,1.76,0.38,0.38,0.38,0.165,16413,627,15684,102,481,0.212,0.41,0.778,0,0,0,0,0,29,23,745,0,0,620,620,24670,3237,45899,0,48,662,35614,63,14,31,0,0,13.14,8/5/2023,HLE,Win
Zeka,Jayce,MID,18,8,1,7,15,309,16,9.1,16370,480,0.241,73,20,11,7,7,2.14,0.59,0.21,0.32,0.201,25888,21872,3971,45,759,0.334,0.44,0.833,0,3,0,0,0,1295,30,1038,1,0,9281,9281,1845,0,10359,0,7,139,13600,38,8,29,0,600,13.14,8/5/2023,HLE,Win
Viper,Xayah,ADC,17,4,1,11,15,359,40,10.5,16442,482,0.242,54,19,17,7,7,1.58,0.56,0.21,0.5,0.148,17581,17581,0,0,516,0.227,0.44,0.833,0,0,0,0,0,440,13,858,1,0,5960,5960,5956,0,10302,0,12,60,12793,38,12,33,250,100,13.14,8/5/2023,HLE,Win
Life,Rell,SUPPORT,14,1,3,15,5.3,39,2,1.1,9057,266,0.133,123,68,19,23,22,3.61,1.99,0.67,0.56,0.338,3779,331,2778,670,111,0.049,0.47,0.889,0,0,0,0,0,237,-3,-215,0,0,759,759,1954,0,12907,0,27,107,13366,70,25,40,0,0,13.14,8/5/2023,HLE,Win
DnDn,K'Sante,TOP,18,1,1,6,7,266,0,8.0,13450,404,0.207,39,21,7,12,11,1.17,0.63,0.36,0.21,0.129,9863,7417,1830,616,296,0.12,0.21,0.538,0,0,0,0,0,52,-13,-264,0,0,3396,3396,4714,0,46121,499,20,2429,23277,0,13,36,50,0,13.14,8/4/2023,NS,Win
Sylvie,Wukong,JUNGLE,16,5,3,6,3.7,167,135,5.0,13445,404,0.207,68,13,15,12,11,2.04,0.39,0.36,0.45,0.224,15270,12813,1555,902,459,0.186,0.33,0.846,1,0,0,0,0,8,-7,283,0,0,7250,7250,15509,0,34255,0,17,148,35471,100,13,34,650,0,13.14,8/4/2023,NS,Win
FIESTA,Seraphine,MID,17,3,1,6,9,266,4,8.0,13951,419,0.215,36,18,7,8,7,1.08,0.54,0.24,0.21,0.119,22857,1217,21157,483,686,0.278,0.27,0.692,0,0,0,0,0,-470,-5,-296,0,0,6424,6424,16360,12851,10824,11625,39,275,13557,35,11,28,500,0,13.14,8/4/2023,NS,Win
Jiwoo,Xayah,ADC,16,3,3,7,3.3,326,32,9.8,15358,461,0.236,56,14,19,6,6,1.68,0.42,0.18,0.57,0.185,28311,27938,43,330,850,0.345,0.3,0.769,0,0,0,0,0,-1709,-29,-925,-1,0,6709,6709,6969,657,13011,0,15,70,19939,67,11,33,100,0,13.14,8/4/2023,NS,Win
Peter,Rakan,SUPPORT,14,1,1,9,10,37,0,1.1,8755,263,0.135,104,57,8,19,17,3.12,1.71,0.57,0.24,0.343,5862,925,3909,1028,176,0.071,0.3,0.769,0,0,0,0,0,-877,11,-406,-1,0,1126,1126,10147,6359,23373,4083,25,48,17349,27,22,40,0,0,13.14,8/4/2023,NS,Win
Kiin,Aatrox,TOP,17,1,3,1,0.7,302,12,9.1,11953,359,0.2,42,12,11,5,5,1.26,0.36,0.15,0.33,0.139,12590,12590,0,0,378,0.148,0.06,0.222,0,0,0,0,0,-52,13,264,0,0,969,969,11427,0,28847,0,17,223,29993,122,7,22,0,100,13.14,8/4/2023,KT,Lose
Cuzz,Sejuani,JUNGLE,14,1,2,7,4,185,160,5.6,9937,298,0.166,71,13,17,10,10,2.13,0.39,0.3,0.51,0.234,12178,6433,5269,476,366,0.143,0.24,0.889,0,0,0,0,0,-8,7,-283,0,0,0,0,17397,3039,71095,0,31,425,36880,87,12,28,0,0,13.14,8/4/2023,KT,Lose
Bdd,Azir,MID,17,4,3,3,2.3,337,25,10.1,14892,447,0.249,25,17,2,5,5,0.75,0.51,0.15,0.06,0.083,26458,149,26309,0,795,0.311,0.21,0.778,0,0,0,0,0,470,5,296,0,0,5126,5126,1778,0,14128,0,13,244,17644,83,7,23,0,600,13.14,8/4/2023,KT,Lose
Aiming,Aphelios,ADC,16,3,3,5,2.7,355,42,10.7,15245,458,0.255,53,12,19,1,1,1.59,0.36,0.03,0.57,0.175,27604,25594,1435,575,829,0.325,0.24,0.889,0,1,0,0,0,1709,29,925,1,0,3840,3840,4239,0,22061,0,25,339,14358,79,3,28,0,600,13.14,8/4/2023,KT,Lose
Lehends,Lulu,SUPPORT,13,0,2,9,4.5,27,1,0.8,7847,236,0.131,112,57,14,17,16,3.36,1.71,0.51,0.42,0.37,6134,1245,4889,0,184,0.072,0.27,1.0,0,0,0,0,0,877,-11,406,1,0,982,982,1916,667,5601,6679,43,368,9081,45,19,33,0,0,13.14,8/4/2023,KT,Lose
Kiin,Fiora,TOP,18,3,0,9,Perfect KDA,281,16,10.1,13104,471,0.226,33,11,6,5,3,1.19,0.4,0.18,0.22,0.133,19630,11664,2539,5427,706,0.263,0.43,0.667,0,0,0,0,0,1287,23,993,1,0,10492,10492,14358,1889,23434,0,8,95,25366,0,7,21,0,0,13.14,8/4/2023,KT,Win
Cuzz,Viego,JUNGLE,15,4,0,10,Perfect KDA,204,166,7.3,11959,430,0.206,56,10,15,9,6,2.01,0.36,0.32,0.54,0.225,14259,10860,2378,1021,513,0.191,0.5,0.778,0,1,0,0,0,219,15,670,1,0,1557,1557,18538,10,26544,173,17,295,26625,0,8,22,0,0,13.14,8/4/2023,KT,Win
Bdd,Annie,MID,15,2,2,12,7,223,0,8.0,10976,395,0.189,26,13,3,9,7,0.94,0.47,0.32,0.11,0.104,14071,1233,12838,0,506,0.188,0.5,0.778,0,0,0,0,0,-392,9,-68,0,0,2475,2475,978,0,8704,2387,20,316,12047,38,12,28,0,50,13.14,8/4/2023,KT,Win
Aiming,Kai'Sa,ADC,15,9,2,5,7,275,20,9.9,14724,530,0.254,35,11,10,3,2,1.26,0.4,0.11,0.36,0.141,22068,9358,12378,332,794,0.295,0.5,0.778,0,2,0,0,0,1511,27,184,1,0,10562,10562,3255,0,7382,0,4,72,12094,45,4,24,0,950,13.14,8/4/2023,KT,Win
Lehends,Nautilus,SUPPORT,12,0,2,10,5,34,0,1.2,7253,261,0.125,99,42,12,12,12,3.56,1.51,0.43,0.43,0.398,4744,1228,2839,677,171,0.063,0.36,0.556,0,0,0,0,0,85,-1,-456,-1,0,160,160,882,0,18841,0,52,261,10679,46,14,29,0,0,13.14,8/4/2023,KT,Win
DnDn,K'Sante,TOP,14,0,4,2,0.5,197,0,7.1,7901,284,0.183,17,11,2,4,4,0.61,0.4,0.14,0.07,0.092,9774,8091,1214,469,352,0.221,0.07,0.333,0,0,0,0,0,-1287,-23,-993,-1,0,0,0,2113,0,28624,249,20,3407,23989,144,5,20,0,0,13.14,8/4/2023,NS,Lose
Sylvie,Maokai,JUNGLE,13,1,4,4,1.3,145,111,5.2,8561,308,0.198,32,9,7,7,7,1.15,0.32,0.25,0.25,0.173,10591,537,9487,567,381,0.24,0.18,0.833,0,0,0,0,0,-219,-15,-670,-1,0,0,0,12086,0,24174,0,35,514,25396,104,8,20,250,0,13.14,8/4/2023,NS,Lose
FIESTA,Azir,MID,15,1,2,3,2,259,4,9.3,10247,369,0.237,23,12,3,5,5,0.83,0.43,0.18,0.11,0.124,10673,238,10435,0,384,0.242,0.14,0.667,0,0,0,0,0,392,-9,68,0,0,0,0,1194,0,10494,0,8,161,14480,38,7,24,0,0,13.14,8/4/2023,NS,Lose
Jiwoo,Nilah,ADC,15,3,5,2,1,238,0,8.6,10524,379,0.243,16,7,4,0,0,0.58,0.25,0.0,0.14,0.086,9256,9196,0,60,333,0.21,0.18,0.833,0,0,0,0,0,-1511,-27,-184,-1,0,0,0,3260,703,13663,240,7,134,17411,141,1,16,700,0,13.14,8/4/2023,NS,Lose
Peter,Rakan,SUPPORT,11,1,3,4,1.7,35,0,1.3,6019,217,0.139,97,48,13,14,13,3.49,1.73,0.5,0.47,0.524,3871,687,2117,1067,139,0.088,0.18,0.833,0,0,0,0,0,-85,1,456,1,0,0,0,3394,1542,16806,1900,13,29,13166,58,16,26,50,0,13.14,8/4/2023,NS,Lose
DnDn,K'Sante,TOP,16,4,3,2,2,262,0,9.2,11738,411,0.234,37,17,5,8,7,1.29,0.59,0.28,0.17,0.131,12386,10085,1824,477,433,0.259,0.21,0.429,0,0,0,0,0,893,9,412,0,0,317,317,2462,0,28125,0,42,3280,20887,76,10,29,300,150,13.14,8/4/2023,NS,Lose
Sylvie,Vi,JUNGLE,13,3,3,5,2.7,174,149,6.1,9960,348,0.199,50,11,15,11,9,1.75,0.38,0.38,0.52,0.177,7197,6508,0,689,252,0.15,0.28,0.571,0,0,0,0,0,263,14,247,0,0,658,658,8664,0,23157,0,17,282,19281,120,12,28,0,0,13.14,8/4/2023,NS,Lose
FIESTA,Ahri,MID,14,4,3,5,3,197,6,6.9,9980,349,0.199,62,28,11,11,10,2.17,0.98,0.38,0.38,0.219,11712,1054,8063,2595,410,0.245,0.31,0.643,0,1,0,0,0,886,-13,-69,0,0,306,306,2888,0,7350,0,10,43,13783,113,11,28,150,400,13.14,8/4/2023,NS,Lose
Jiwoo,Zeri,ADC,14,2,5,8,2,286,12,10.0,11694,409,0.233,35,12,10,5,5,1.22,0.42,0.17,0.35,0.124,12500,7134,5252,114,437,0.261,0.35,0.714,0,0,0,0,0,-104,-7,136,0,0,1462,1462,1677,0,9682,0,5,131,15200,130,6,28,0,150,13.14,8/4/2023,NS,Lose
Peter,Rell,SUPPORT,11,1,4,8,2.3,40,0,1.4,6718,235,0.134,99,55,11,17,16,3.46,1.92,0.59,0.38,0.35,4071,503,2953,615,142,0.085,0.31,0.643,0,0,0,0,0,212,-3,178,0,0,0,0,281,0,16404,0,36,135,11930,98,19,31,0,0,13.14,8/4/2023,NS,Lose
Kiin,Malphite,TOP,16,2,2,11,6.5,228,0,8.0,10767,377,0.191,34,15,7,9,8,1.19,0.52,0.31,0.24,0.139,14142,4522,9453,167,495,0.217,0.45,0.722,0,0,0,0,0,-893,-9,-412,0,0,3507,3507,2762,0,43877,0,16,612,17204,81,11,26,50,150,13.14,8/4/2023,KT,Win
Cuzz,Viego,JUNGLE,15,6,2,8,7,185,158,6.5,12279,430,0.218,59,11,17,19,8,2.06,0.38,0.66,0.59,0.241,14808,12825,1373,610,518,0.227,0.49,0.778,0,0,0,0,0,-263,-14,-247,0,0,1455,1455,14499,0,19846,0,13,238,20486,42,9,28,100,150,13.14,8/4/2023,KT,Win
Bdd,Neeko,MID,15,2,2,11,6.5,211,0,7.4,10658,373,0.189,31,14,5,9,9,1.08,0.49,0.31,0.17,0.127,14796,576,14220,0,518,0.227,0.45,0.722,0,0,0,0,0,-886,13,69,0,0,3772,3772,411,0,5039,0,24,148,9655,38,11,27,50,150,13.14,8/4/2023,KT,Win
Aiming,Tristana,ADC,15,8,3,4,4,303,28,10.6,15221,533,0.27,34,13,10,3,3,1.19,0.45,0.1,0.35,0.139,17817,15956,1727,134,623,0.274,0.42,0.667,0,1,0,0,0,104,7,-136,0,0,15532,15532,2005,0,7906,0,4,106,8896,67,4,24,500,0,13.14,8/4/2023,KT,Win
Lehends,Nautilus,SUPPORT,12,0,5,12,2.4,44,0,1.5,7400,259,0.131,87,50,16,14,13,3.04,1.75,0.49,0.56,0.355,3557,915,2189,453,124,0.055,0.42,0.667,0,0,0,0,0,-212,3,-178,0,0,226,226,344,0,18730,0,29,203,13678,110,17,29,0,0,13.14,8/4/2023,KT,Win
Zeus,K'Sante,TOP,17,3,0,7,Perfect KDA,255,4,9.1,12051,430,0.217,28,9,6,6,5,1.0,0.32,0.21,0.21,0.118,13522,11483,1195,844,483,0.243,0.36,0.833,0,0,0,0,0,1078,47,991,0,0,3151,3151,5450,0,28718,77,24,2431,15941,0,9,29,50,0,13.14,8/4/2023,T1,Win
Oner,Maokai,JUNGLE,14,0,0,9,Perfect KDA,158,135,5.6,10065,359,0.181,53,10,15,8,8,1.89,0.36,0.29,0.54,0.223,7793,445,7066,282,278,0.14,0.32,0.75,0,0,0,0,0,-123,-11,-62,0,1,421,421,13043,1069,17952,0,25,297,16892,0,9,24,0,0,13.14,8/4/2023,T1,Win
Faker,Azir,MID,16,2,3,5,2.3,266,24,9.5,12138,434,0.218,28,13,7,4,4,1.0,0.46,0.14,0.25,0.118,12019,80,11939,0,429,0.216,0.25,0.583,0,0,0,0,0,471,-2,-111,0,0,8925,8925,1611,0,12219,0,6,197,15435,133,6,20,0,100,13.14,8/4/2023,T1,Win
Gumayusi,Xayah,ADC,15,5,1,5,10,275,25,9.8,13286,475,0.239,39,13,12,4,4,1.39,0.46,0.14,0.43,0.164,16012,15657,177,178,572,0.287,0.36,0.833,0,2,0,0,0,-157,6,-776,-1,0,5294,5294,3431,0,5468,0,5,52,11588,21,6,23,0,0,13.14,8/4/2023,T1,Win
Keria,Braum,SUPPORT,12,2,1,9,11,31,0,1.1,8026,287,0.144,90,50,9,13,13,3.21,1.79,0.46,0.32,0.378,6362,642,4981,739,227,0.114,0.39,0.917,0,1,0,0,0,-245,2,-109,0,0,1623,1623,1528,359,14362,767,22,111,11326,16,15,27,0,0,13.14,8/4/2023,T1,Win
Willer,Sejuani,JUNGLE,13,2,2,3,2.5,171,155,6.1,8753,313,0.194,41,15,7,13,13,1.46,0.54,0.46,0.25,0.165,6712,3412,2697,603,240,0.145,0.18,1.0,1,0,0,0,0,123,11,62,0,0,0,0,14558,2176,38030,0,17,456,25839,84,14,26,100,0,13.14,8/4/2023,LSB,Lose
Clozer,Tristana,MID,16,1,1,0,1,295,7,10.5,11254,402,0.249,29,10,10,2,1,1.04,0.36,0.07,0.36,0.116,11301,9780,1521,0,404,0.244,0.04,0.2,0,0,0,0,0,-471,2,111,0,0,5574,5574,6615,0,13964,0,3,36,15192,0,3,25,0,50,13.14,8/4/2023,LSB,Lose
Teddy,Kai'Sa,ADC,14,1,2,3,2,274,0,9.8,10681,381,0.236,61,25,12,4,4,2.18,0.89,0.14,0.43,0.245,15008,5664,9164,180,536,0.324,0.14,0.8,0,0,0,0,0,157,-6,776,1,0,0,0,1066,0,6446,0,2,17,9937,39,7,22,0,0,13.14,8/4/2023,LSB,Lose
Kael,Leona,SUPPORT,10,1,4,3,1,31,0,1.1,6078,217,0.134,97,52,13,19,17,3.46,1.86,0.68,0.46,0.39,3092,759,1811,522,110,0.067,0.14,0.8,0,0,0,0,0,245,-2,109,0,0,0,0,27,0,11925,662,29,109,10915,118,21,34,0,0,13.14,8/4/2023,LSB,Lose
Zeus,Maokai,TOP,18,0,1,13,13,247,0,7.8,12489,393,0.187,29,10,1,6,5,0.91,0.31,0.19,0.03,0.096,13123,1158,11965,0,413,0.148,0.41,0.619,0,0,0,0,0,400,2,477,0,0,6463,6463,13679,0,38396,0,49,417,29030,44,8,28,0,0,13.14,8/4/2023,T1,Win
Oner,Lee Sin,JUNGLE,17,6,0,9,Perfect KDA,216,167,6.8,14416,454,0.216,63,23,15,12,12,1.98,0.72,0.38,0.47,0.208,15076,12361,2269,446,475,0.17,0.47,0.714,0,0,0,0,0,1346,-3,284,0,0,1907,1907,21199,0,41180,1378,17,504,28126,0,13,30,0,0,13.14,8/4/2023,T1,Win
Faker,Xerath,MID,18,5,3,10,5,270,12,8.5,13514,426,0.203,54,17,3,6,6,1.7,0.54,0.19,0.09,0.178,25422,193,25165,64,801,0.286,0.47,0.714,1,0,0,0,0,-617,-20,-1038,-1,0,477,477,1451,0,7059,0,15,216,11753,131,8,28,50,150,13.14,8/4/2023,T1,Win
Gumayusi,Xayah,ADC,17,10,0,7,Perfect KDA,355,51,11.2,17035,537,0.255,33,12,9,5,5,1.04,0.38,0.16,0.28,0.109,30212,29878,11,323,952,0.34,0.54,0.81,0,1,2,0,0,164,7,-216,0,0,13279,13279,7524,0,7253,0,10,135,12736,0,6,24,0,0,13.14,8/4/2023,T1,Win
Keria,Rakan,SUPPORT,14,0,0,19,Perfect KDA,55,0,1.7,9236,291,0.138,124,51,26,17,15,3.91,1.61,0.54,0.82,0.409,5106,757,3474,875,161,0.057,0.6,0.905,0,0,0,0,0,409,10,241,0,0,1314,1314,11501,4243,18026,3109,22,50,11974,0,19,34,0,0,13.14,8/4/2023,T1,Win
Willer,Sejuani,JUNGLE,14,0,4,2,0.5,177,153,5.6,9031,284,0.177,55,21,14,21,19,1.73,0.66,0.66,0.44,0.197,5023,2497,2330,196,158,0.076,0.06,0.5,0,0,0,0,0,-1346,3,-284,0,0,0,0,11407,2430,41822,0,13,375,32329,140,23,38,0,0,13.14,8/4/2023,LSB,Lose
Clozer,Azir,MID,16,2,5,0,0.4,301,1,9.5,12013,378,0.236,46,15,13,7,6,1.45,0.47,0.22,0.41,0.165,22455,137,22318,0,707,0.34,0.06,0.5,0,0,0,0,0,617,20,1038,1,0,2920,2920,534,0,12970,0,10,218,18697,179,9,24,0,0,13.14,8/4/2023,LSB,Lose
Teddy,Ezreal,ADC,16,0,3,2,0.7,324,17,10.2,11804,372,0.232,34,15,5,6,5,1.07,0.47,0.19,0.16,0.122,19619,12549,6757,313,618,0.297,0.06,0.5,0,0,0,0,0,-164,-7,216,0,0,0,0,4339,0,10392,0,5,142,16191,85,8,25,0,0,13.14,8/4/2023,LSB,Lose
Kael,Leona,SUPPORT,11,0,4,2,0.5,40,0,1.3,6397,201,0.125,117,61,14,19,17,3.69,1.92,0.6,0.44,0.419,2446,602,1239,605,77,0.037,0.06,0.5,0,0,0,0,0,-409,-10,-241,0,0,0,0,904,0,18552,953,25,130,15156,107,21,35,0,0,13.14,8/4/2023,LSB,Lose
kingen,K'Sante,TOP,14,2,5,7,1.8,172,0,5.7,8849,291,0.172,27,13,3,5,3,0.89,0.43,0.16,0.1,0.127,9079,8091,311,677,298,0.134,0.3,0.75,0,0,0,0,0,-743,-40,-1456,-1,0,0,0,1960,0,35237,98,34,1602,26877,154,6,22,0,0,13.14,8/3/2023,HLE,Lose
Grizzly,Wukong,JUNGLE,14,1,6,7,1.3,152,124,5.0,9533,313,0.185,39,10,10,7,6,1.28,0.33,0.23,0.33,0.184,7153,6048,836,269,235,0.105,0.26,0.667,0,0,0,0,0,-36,-20,-285,0,0,3168,3168,11956,0,24393,0,13,197,32419,189,8,25,150,0,13.14,8/3/2023,HLE,Lose
Zeka,Azir,MID,16,4,5,4,1.6,270,8,8.9,13090,430,0.255,20,14,2,4,4,0.66,0.46,0.13,0.07,0.094,22568,242,22326,0,742,0.333,0.26,0.667,0,0,0,0,0,-1518,-21,-1381,-1,0,1515,1515,762,0,17126,0,13,214,23636,210,6,28,1350,0,13.14,8/3/2023,HLE,Lose
Viper,Kai'Sa,ADC,16,4,5,6,2,318,22,10.4,13344,438,0.26,28,11,8,2,1,0.92,0.36,0.07,0.26,0.132,24744,10139,14560,45,813,0.365,0.33,0.833,0,1,0,0,0,1071,15,-53,0,0,0,0,4022,0,15284,0,1,56,20054,168,3,24,50,200,13.14,8/3/2023,HLE,Lose
Life,Rell,SUPPORT,12,1,4,8,2.3,31,0,1.0,6577,216,0.128,98,56,8,14,12,3.22,1.84,0.46,0.26,0.462,4327,399,3190,738,142,0.064,0.3,0.75,0,0,0,0,0,5,-2,74,0,0,180,180,696,0,18465,0,37,157,13524,87,16,27,0,0,13.14,8/3/2023,HLE,Lose
Doran,Rumble,TOP,18,6,4,11,4.3,271,20,8.9,14337,471,0.219,35,13,2,4,2,1.15,0.43,0.13,0.07,0.127,28522,941,27529,52,937,0.321,0.56,0.708,0,1,0,0,0,743,40,1456,1,0,2097,2097,3863,0,25558,0,18,276,22095,112,6,23,0,450,13.14,8/3/2023,GEN,Win
Peanut,Maokai,JUNGLE,15,2,2,9,5.5,164,141,5.4,10369,341,0.158,47,8,11,7,6,1.54,0.26,0.23,0.36,0.171,9434,326,8553,555,310,0.106,0.36,0.458,0,1,0,0,0,36,20,285,0,0,373,373,20286,3077,34038,0,41,496,28388,71,8,20,50,150,13.14,8/3/2023,GEN,Win
Chovy,Tristana,MID,18,10,2,8,9,314,40,10.3,17157,564,0.262,48,13,16,5,5,1.58,0.43,0.16,0.53,0.175,28523,22791,5322,410,937,0.321,0.59,0.75,1,1,1,0,0,1518,21,1381,1,0,10415,10415,7561,0,19743,0,8,95,19608,89,7,26,150,900,13.14,8/3/2023,GEN,Win
Peyz,Xayah,ADC,17,4,2,12,8,304,31,10.0,14822,487,0.226,43,14,8,4,4,1.41,0.46,0.13,0.26,0.156,18140,17694,446,0,596,0.204,0.53,0.667,0,1,0,0,0,-1071,-15,53,0,0,7360,7360,3528,0,12232,0,12,79,13147,60,6,21,0,50,13.14,8/3/2023,GEN,Win
Delight,Leona,SUPPORT,13,2,2,15,8.5,32,0,1.1,8804,289,0.134,102,50,8,12,12,3.35,1.64,0.39,0.26,0.371,4112,1478,1802,832,135,0.046,0.56,0.708,0,0,0,0,0,-5,2,-74,0,0,723,723,2819,0,19143,0,28,112,14530,32,14,30,0,0,13.14,8/3/2023,GEN,Win
kingen,Aatrox,TOP,13,2,6,4,1,178,0,6.8,8323,319,0.196,22,12,2,4,4,0.84,0.46,0.15,0.08,0.118,12348,12348,0,0,473,0.277,0.23,0.667,0,0,0,0,0,-1259,-29,-1888,-2,0,1801,1801,3619,0,13668,0,14,192,18342,157,5,24,0,0,13.14,8/3/2023,HLE,Lose
Grizzly,Viego,JUNGLE,12,1,5,4,1,128,120,4.9,7695,295,0.181,34,8,8,9,7,1.3,0.31,0.34,0.31,0.183,5119,4444,466,209,196,0.115,0.19,0.556,0,0,0,0,0,272,2,220,0,0,0,0,9682,0,11975,0,6,99,22235,127,9,26,150,0,13.14,8/3/2023,HLE,Lose
Zeka,Annie,MID,14,3,1,4,7,216,1,8.3,10120,388,0.238,26,12,4,9,7,1.0,0.46,0.34,0.15,0.14,11813,1069,10744,0,453,0.265,0.27,0.778,0,0,0,0,0,-636,-15,-513,0,0,144,144,1702,0,7585,823,25,221,11363,0,11,26,700,50,13.14,8/3/2023,HLE,Lose
Viper,Xayah,ADC,14,2,4,2,1,267,13,10.2,10541,404,0.248,25,10,6,2,2,0.96,0.38,0.08,0.23,0.134,12842,12823,19,0,492,0.288,0.15,0.444,0,0,0,0,0,-1750,2,-372,0,0,711,711,1827,0,6641,0,11,25,9558,55,3,20,0,0,13.14,8/3/2023,HLE,Lose
Life,Rakan,SUPPORT,10,1,4,7,2,35,0,1.3,5780,221,0.136,79,41,12,15,13,3.03,1.57,0.57,0.46,0.425,2509,381,1600,528,96,0.056,0.31,0.889,1,0,0,0,0,-343,4,92,0,0,0,0,1505,505,11234,1589,16,33,9800,60,17,28,0,0,13.14,8/3/2023,HLE,Lose
Doran,Jax,TOP,16,4,3,5,3,217,8,8.3,11476,440,0.205,25,13,5,7,5,0.96,0.5,0.27,0.19,0.12,13757,7396,6361,0,527,0.269,0.34,0.45,2,0,0,0,0,1259,29,1888,2,0,4858,4858,4767,0,23282,0,10,110,22952,121,8,23,0,150,13.14,8/3/2023,GEN,Win
Peanut,Maokai,JUNGLE,14,1,1,10,11,141,127,5.4,9147,350,0.163,22,6,3,4,4,0.84,0.23,0.15,0.11,0.106,5822,442,4876,504,223,0.114,0.42,0.55,0,0,0,0,0,-272,-2,-220,0,0,0,0,14909,1281,23856,0,31,480,22632,30,5,16,50,0,13.14,8/3/2023,GEN,Win
Chovy,Jayce,MID,16,2,1,10,12,275,40,10.5,13178,505,0.235,48,13,13,4,3,1.84,0.5,0.15,0.5,0.231,10879,8788,1636,455,417,0.213,0.46,0.6,0,0,0,0,0,636,15,513,0,0,8629,8629,2751,0,8045,0,3,112,10902,27,5,24,0,0,13.14,8/3/2023,GEN,Win
Peyz,Kai'Sa,ADC,15,12,1,4,16,262,28,10.0,14809,567,0.265,36,15,5,2,2,1.38,0.57,0.08,0.19,0.173,16797,6737,10060,0,644,0.329,0.61,0.8,0,2,0,1,0,1750,-2,372,0,0,6614,6614,1967,0,8593,0,0,66,9879,42,4,22,0,700,13.14,8/3/2023,GEN,Win
Delight,Rell,SUPPORT,11,1,3,14,5,32,0,1.2,7360,282,0.131,77,32,12,9,9,2.95,1.23,0.34,0.46,0.37,3834,926,2205,703,147,0.075,0.57,0.75,0,0,0,0,0,343,-4,-92,0,0,568,568,227,0,16474,0,27,101,11976,63,12,26,0,0,13.14,8/3/2023,GEN,Win
Rascal,Jax,TOP,18,2,2,10,6,304,36,9.2,13638,411,0.204,22,14,3,4,3,0.66,0.42,0.12,0.09,0.064,18140,9644,8496,0,547,0.192,0.36,0.6,0,0,0,0,0,66,-16,-25,0,0,6199,6199,7254,0,27461,0,11,156,27889,94,5,24,0,50,13.14,8/3/2023,DRX,Win
Croco,Nocturne,JUNGLE,16,1,1,17,18,227,191,6.8,13053,394,0.195,63,15,15,13,13,1.9,0.45,0.39,0.45,0.183,12746,11354,857,535,384,0.135,0.54,0.9,0,0,0,0,0,795,5,661,1,0,1946,1946,23457,0,30403,0,117,592,35369,32,15,35,0,0,13.14,8/3/2023,DRX,Win
FATE,Ahri,MID,18,6,0,11,Perfect KDA,307,4,9.3,15607,471,0.234,58,20,10,6,6,1.75,0.6,0.18,0.3,0.168,32395,1951,22189,8255,977,0.342,0.51,0.85,0,0,1,0,0,419,8,757,1,0,6627,6627,6659,0,10812,0,13,82,14740,0,7,24,50,0,13.14,8/3/2023,DRX,Win
Paduck,Kai'Sa,ADC,17,8,2,9,8.5,354,13,10.7,16011,483,0.24,46,15,11,5,5,1.39,0.45,0.15,0.33,0.133,25541,8523,16345,673,770,0.27,0.51,0.85,0,1,0,0,0,-322,-25,-998,-1,0,2492,2492,3738,0,8517,0,6,161,14748,48,7,22,50,0,13.14,8/3/2023,DRX,Win
