Player,championName,teamPosition,champLevel,kills,deaths,assists,KDA 0.5,totalMinionsKilled,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,CSM,goldEarned,GPM,GOLD ratio,visionScore,wardsPlaced,wardsKilled,visionWardsBoughtInGame,detectorWardsPlaced,VSPM,WPM,VWPM,WCPM,VS ratio,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,DPM,DMG ratio,K+A Per Minute,KP ratio,doubleKills,tripleKills,quadraKills,pentaKills,GD@15,CSD@15,XPD@15,LVLD@15,objectivesStolen,damageDealtToTurrets,damageDealtToBuildings,totalHeal,totalHealsOnTeammates,damageSelfMitigated,totalDamageShieldedOnTeammates,timeCCingOthers,totalTimeCCDealt,trueDamageTaken,totalTimeSpentDead,consumablesPurchased,itemsPurchased,win
Ditto Dihoo,Lulu,UTILITY,10,0,6,3,0.4615384615384615,10,0,0,0.0069060773480662,4935,3.4081491712707184,11.659224608405982,40,19,5,6,5,0.0276243093922651,0.0131215469613259,0.0034530386740331,0.0034530386740331,42.5531914893617,1655,263,1391,0,1.1429558011049723,3.693124762903622,0.0020718232044198,27.27272727272727,0,0,0,0,3102,2,3829,-3,0,359,359,1073,459,8240,2350,10,77,268,140,8,19,False
Ditto Dihoo,Yuumi,UTILITY,10,1,1,10,7.333333333333333,3,0,0,0.0027675276752767,5502,5.075645756457565,12.20361539314628,28,15,1,5,4,0.025830258302583,0.0138376383763837,0.003690036900369,0.0009225092250922,38.88888888888889,3840,130,3709,0,3.5424354243542435,6.053535958634171,0.0101476014760147,40.74074074074074,0,0,0,0,4088,2,4953,-2,0,508,508,2275,2095,495,2259,10,90,0,16,5,16,True
Ditto Dihoo,Yuumi,UTILITY,14,0,1,25,16.666666666666668,2,0,0,0.0011396011396011,7979,4.546438746438747,12.680577849117174,56,30,0,8,7,0.0319088319088319,0.017094017094017,0.0039886039886039,0.0,34.78260869565217,8594,132,8461,0,4.896866096866097,8.253382888203827,0.0142450142450142,69.44444444444444,0,0,0,0,4294,2,5673,1,0,373,373,6644,6586,1235,7379,19,153,53,39,8,23,True
Ditto Dihoo,Yuumi,UTILITY,14,1,0,13,28.0,4,0,0,0.0024891101431238,7173,4.463596764156814,13.069858970154147,42,20,1,7,7,0.0261356565028002,0.0124455507156191,0.0043559427504667,0.0006222775357809,34.42622950819672,5179,89,5089,0,3.2227753578095832,6.362251541731162,0.0087118855009334,66.66666666666666,0,0,0,0,2644,2,4804,-2,0,738,738,3407,3199,280,5490,11,108,0,0,7,19,True
Ditto Dihoo,Soraka,UTILITY,12,0,6,4,0.6153846153846154,8,0,0,0.0040060090135202,6960,3.485227841762644,11.111643277934768,69,34,7,10,9,0.0345518277416124,0.0170255383074611,0.0045067601402103,0.0035052578868302,37.704918032786885,2295,393,1901,0,1.1492238357536304,2.8749671163891914,0.0020030045067601,30.76923076923077,0,0,0,0,2867,4,3329,-1,0,443,443,19030,15118,7844,711,15,70,200,197,12,28,False
Ditto Dihoo,Seraphine,UTILITY,13,2,6,12,2.1538461538461537,20,0,0,0.0119189511323003,8126,4.842669845053635,13.463004075681765,73,35,11,10,10,0.0435041716328963,0.0208581644815256,0.0059594755661501,0.0065554231227651,50.0,7392,834,6506,51,4.405244338498212,7.520296254094859,0.0083432657926102,53.84615384615385,0,0,0,0,4425,10,4483,-2,0,2012,2012,2715,1372,6360,1505,22,102,581,169,13,27,True
Ditto Dihoo,Yuumi,UTILITY,13,0,3,10,2.857142857142857,8,0,0,0.0054533060668029,6461,4.404226312201772,11.698352344740178,47,24,4,10,9,0.0320381731424676,0.016359918200409,0.0061349693251533,0.0027266530334014,37.6,4930,374,4556,0,3.3605998636673484,5.74230670673469,0.0068166325835037,38.46153846153847,0,0,0,0,3226,6,4420,-1,0,631,631,3315,3016,2364,5553,13,126,92,76,10,26,True
Ditto Dihoo,Yuumi,UTILITY,10,1,5,10,2.0,4,0,0,0.0036003600360036,5460,4.914491449144914,12.946672041353471,32,16,2,6,6,0.0288028802880288,0.0144014401440144,0.0054005400540054,0.0018001800180018,35.55555555555556,5590,585,5004,0,5.031503150315031,9.390223416764655,0.0099009900990099,52.38095238095239,0,0,0,0,4056,4,4223,-2,0,0,0,4201,3911,3136,3134,16,148,171,61,6,16,True
Ditto Dihoo,Yuumi,UTILITY,16,1,3,20,6.0,8,0,0,0.003411513859275,9840,4.196162046908316,11.792339772781746,98,44,7,12,11,0.0417910447761194,0.0187633262260127,0.0046908315565031,0.0029850746268656,48.27586206896552,9351,285,9045,20,3.987633262260128,5.155332579871544,0.008955223880597,67.74193548387096,0,0,0,0,3399,2,5248,-1,0,0,0,13756,10302,6321,16180,24,234,177,128,12,28,True
플라밍고,Lux,UTILITY,6,1,1,5,4.0,4,0,0,0.0041666666666666,4191,4.365625,11.821284517530252,30,18,3,7,6,0.03125,0.01875,0.00625,0.003125,48.38709677419355,3617,476,2930,210,3.767708333333333,8.616007622677465,0.00625,30.0,0,0,0,0,3979,3,2726,-1,0,0,0,0,0,1580,433,17,74,0,16,9,17,True
