Player,championName,teamPosition,champLevel,kills,deaths,assists,KDA 0.5,totalMinionsKilled,totalAllyJungleMinionsKilled,totalEnemyJungleMinionsKilled,CSM,goldEarned,GPM,GOLD ratio,visionScore,wardsPlaced,wardsKilled,visionWardsBoughtInGame,detectorWardsPlaced,VSPM,WPM,VWPM,WCPM,VS ratio,totalDamageDealtToChampions,physicalDamageDealtToChampions,magicDamageDealtToChampions,trueDamageDealtToChampions,DPM,DMG ratio,K+A Per Minute,KP ratio,doubleKills,tripleKills,quadraKills,pentaKills,GD@15,CSD@15,XPD@15,LVLD@15,objectivesStolen,damageDealtToTurrets,damageDealtToBuildings,totalHeal,totalHealsOnTeammates,damageSelfMitigated,totalDamageShieldedOnTeammates,timeCCingOthers,totalTimeCCDealt,trueDamageTaken,totalTimeSpentDead,consumablesPurchased,itemsPurchased,win
팥송편,Khazix,JUNGLE,15,6,5,9,2.727272727272727,21,77,16,0.013824884792626729,12431,8.183673469387756,22.61374179112623,26,8,0,6,6,0.017116524028966424,0.005266622778143515,0.003949967083607637,0.0,19.25925925925926,15717,13570,727,1419,10.346938775510203,18.73658862238329,0.009874917709019092,45.45454545454545,0,0,0,0,3907,20,3323,0,0,1099,1099,13841,0,20953,0,5,255,215,135,7,24,True
이런미드는첨이지,Lissandra,MIDDLE,15,6,6,6,1.8461538461538463,176,0,0,0.11586570111915734,9910,6.52402896642528,18.027687326044642,28,12,2,4,3,0.018433179723502304,0.007899934167215274,0.0019749835418038184,0.0013166556945358788,20.74074074074074,15541,1650,12849,1041,10.231073074391047,18.526775070335226,0.007899934167215274,36.36363636363637,0,0,0,0,3907,20,3323,0,0,2019,2019,1854,0,12126,0,52,474,256,174,6,20,True
soIve,Caitlyn,BOTTOM,14,11,2,4,6.0,181,0,0,0.11915734035549704,13440,8.847926267281107,24.449255061759835,28,12,5,2,2,0.018433179723502304,0.007899934167215274,0.0013166556945358788,0.0032916392363396972,20.74074074074074,21176,19440,1577,158,13.940750493745885,25.244385103237803,0.009874917709019092,45.45454545454545,2,0,0,0,3907,20,3323,0,0,7089,7089,5746,228,8423,0,11,65,106,56,6,17,True
다슬기,Lux,UTILITY,12,7,5,11,3.272727272727273,32,0,0,0.02106649111257406,9789,6.444371296905859,17.807571264848736,41,17,6,3,3,0.026991441737985518,0.01119157340355497,0.0019749835418038184,0.003949967083607637,30.37037037037037,17895,752,16412,730,11.780776826859777,21.333031328978112,0.01184990125082291,54.54545454545454,0,0,0,0,3907,20,3323,0,0,2794,2794,891,0,7876,2022,46,217,143,99,5,18,True
9급망나니,Riven,TOP,14,4,3,2,1.7142857142857142,156,2,0,0.10269914417379855,8947,5.890059249506254,17.773142630115217,16,8,2,0,0,0.01053324555628703,0.005266622778143515,0.0,0.0013166556945358788,14.678899082568808,11753,10873,0,880,7.7373271889400925,17.891612117521692,0.003949967083607637,25.0,0,0,0,0,3907,20,3323,0,0,1610,1610,4360,0,20173,0,21,86,528,57,1,19,False
Millennium,LeeSin,JUNGLE,14,9,4,5,3.111111111111111,22,95,10,0.014483212639894667,10769,7.089532587228439,21.39253079062376,23,17,2,9,9,0.015141540487162607,0.01119157340355497,0.005924950625411455,0.0013166556945358788,21.100917431192663,17085,13891,2504,689,11.247531270572745,26.00852488963313,0.009216589861751152,58.333333333333336,1,0,0,0,3907,20,3323,0,0,493,493,14940,0,25154,639,15,477,1197,134,10,23,False
꼬름한플레이,Yasuo,MIDDLE,14,4,8,4,0.9411764705882353,181,0,6,0.11915734035549704,11702,7.703752468729427,23.245927691696462,10,2,1,2,1,0.0065832784726793945,0.0013166556945358788,0.0006583278472679394,0.0006583278472679394,9.174311926605505,14994,13665,1090,238,9.870967741935484,22.82539199269295,0.005266622778143515,33.33333333333333,0,0,0,0,3907,20,3323,0,0,7001,7001,2693,0,17781,0,18,118,710,265,3,22,False
합주기합,Xayah,BOTTOM,13,3,7,5,1.0666666666666667,175,8,0,0.1152073732718894,10902,7.1770901909150755,21.65673420738975,18,10,1,2,1,0.01184990125082291,0.0065832784726793945,0.0006583278472679394,0.0006583278472679394,16.51376146788991,13910,13819,90,0,9.157340355497038,21.175216927995127,0.005266622778143515,33.33333333333333,0,0,0,0,3907,20,3323,0,0,1992,1992,3529,328,7313,0,3,7,279,179,3,21,False
백정극혐하는사람,Kaisa,UTILITY,12,4,11,3,0.6086956521739131,41,0,0,0.026991441737985518,8020,5.279789335088874,15.931664680174812,42,16,10,0,0,0.027649769585253458,0.01053324555628703,0.0,0.0065832784726793945,38.53211009174312,7948,2338,5610,0,5.232389730085583,12.099254072157102,0.004608294930875576,29.166666666666668,1,0,0,0,3907,20,3323,0,0,0,0,454,0,6438,0,2,14,643,233,3,17,False
T0PLlNER,Renekton,TOP,15,6,8,3,1.0588235294117647,229,2,0,0.12589334799340296,12125,6.665750412314458,22.792210233467426,12,5,1,0,0,0.006597031335898846,0.002748763056624519,0.0,0.0005497526113249038,7.792207792207792,19227,14671,4555,0,10.570093457943925,25.456110154905335,0.004947773501924134,56.25,0,0,0,0,3691,7,4374,0,0,914,914,8077,0,34112,0,14,36,1784,249,2,24,False
